Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Adjusted Total Usage (kWh)
2020-08-16,,,Monsoon,,,,2854.361419176587,1997.5784814537,855.8429166066516,,,,,,,,,Lockdown,2841.184611708145
2020-08-17,,,Monsoon,,,,2850.342221032232,2004.5529887446733,849.8502654867945,,,,,,,,,Lockdown,2852.4194481198674
2020-08-18,,,Monsoon,,,,2851.0177286999856,1997.5231668414144,848.2942170107262,,,,,,,,,Lockdown,2862.7076551969863
2020-08-19,,,Monsoon,,,,2853.298397620797,2002.2672929479097,854.5545871802867,,,,,,,,,Lockdown,2849.858803656215
2020-08-20,,,Monsoon,,,,2852.0604650314667,2001.392859199519,843.925757392208,,,,,,,,,Lockdown,2847.9906145107234
2020-08-21,,,Monsoon,,,,2840.5344981362623,1997.9069982619708,841.7518783413321,,,,,,,,,Lockdown,2853.497742798557
2020-08-22,,,Monsoon,,,,2850.531001847124,2011.9197204466263,850.4551900797999,,,,,,,,,Lockdown,2853.2418910523334
2020-08-23,,,Monsoon,,,,2847.4089678286987,2004.35959511159,848.528016965706,,,,,,,,,Lockdown,2857.6296758270823
2020-08-24,,,Monsoon,,,,2852.549057094542,1991.069287066712,853.2471666589076,,,,,,,,,Lockdown,2845.3836592204552
2020-08-25,,,Monsoon,,,,2866.641295013017,2002.157271573847,855.94775712157,,,,,,,,,Lockdown,2855.371901262876
2020-08-26,,,Monsoon,,,,2853.5314083273715,1997.9010676761584,853.1490703957558,,,,,,,,,Lockdown,2854.646110306257
2020-08-27,,,Monsoon,,,,2850.1123515691384,2005.462166673981,855.5395165591337,,,,,,,,,Lockdown,2850.9692673152977
2020-08-28,,,Monsoon,,,,2856.233007509886,1997.1973963078365,852.0692616666609,,,,,,,,,Lockdown,2853.317436589609
2020-08-29,,,Monsoon,,,,2854.0374394360465,2000.5863177926656,852.9369787416056,,,,,,,,,Lockdown,2856.771287407992
2020-08-30,,,Monsoon,,,,2853.7244724522598,2003.6849363949025,849.8807139508388,,,,,,,,,Lockdown,2855.9855769001424
2020-08-31,,,Monsoon,,,,2854.7142529660787,2005.5287759708503,852.805227305076,,,,,,,,,Lockdown,2845.964903439632
2020-09-01,,,Autumn,,,,2861.990717824148,1995.218517964721,851.3212641428177,,,,,,,,,Post-lockdown,2855.8087909337773
2020-09-02,,,Autumn,,,,2846.1165578233704,1999.5924938207957,852.1318839826453,,,,,,,,,Post-lockdown,2851.4475569748374
2020-09-03,,,Autumn,,,,2854.160160384057,1998.9052734441952,849.6783798345657,,,,,,,,,Post-lockdown,2852.1563704900773
2020-09-04,,,Autumn,,,,2847.223094350092,1998.058353837132,854.5746460023564,,,,,,,,,Post-lockdown,2852.2209849550086
2020-09-05,,,Autumn,,,,2854.660563231711,2010.1722712014052,1551.2743631670935,,,,,,,,,Post-lockdown,2851.1317850560085
2020-09-06,,,Autumn,,,,2847.240567442569,2003.3349085548048,850.4322548954794,,,,,,,,,Post-lockdown,2857.7925374855354
2020-09-07,,,Autumn,,,,2849.6701659319747,1994.950580228325,857.0609195010378,,,,,,,,,Post-lockdown,2851.338410200754
2020-09-08,,,Autumn,,,,5113.443435926612,2005.8593097352737,845.7643908853944,,,,,,,,,Post-lockdown,2846.180269358084
2020-09-09,,,Autumn,,,,2856.6640835967232,2011.8857809850635,839.7007726912368,,,,,,,,,Post-lockdown,2849.817350720152
2020-09-10,,,Autumn,,,,2856.391272219712,3881.372657923469,852.3462858314899,,,,,,,,,Post-lockdown,2852.6924735840525
2020-09-11,,,Autumn,,,,2845.549413117768,1993.67315017023,849.2232275482326,,,,,,,,,Post-lockdown,2857.924073921485
2020-09-12,,,Autumn,,,,2851.996670555,1998.8088296356689,855.5463112018591,,,,,,,,,Post-lockdown,2854.737473424744
2020-09-13,,,Autumn,,,,2848.1111007262543,2007.519555745933,849.8214246005151,,,,,,,,,Post-lockdown,2847.406323606265
2020-09-14,,,Autumn,,,,2845.3524754466234,1997.636652671906,847.4483046421834,,,,,,,,,Post-lockdown,2864.0709495833944
2020-09-15,,,Autumn,,,,2850.587914747878,2003.414097140731,850.0989130209089,,,,,,,,,Post-lockdown,2852.9968765548897
2020-09-16,,,Autumn,,,,2850.158586057721,2005.0881702671463,855.951342933066,,,,,,,,,Post-lockdown,2858.077953689995
2020-09-17,,,Autumn,,,,2863.841582431728,1996.5853476421096,853.3648481359619,,,,,,,,,Post-lockdown,2850.949427832114
2020-09-18,,,Autumn,,,,2853.844799126804,2000.902373219691,838.3104887172599,,,,,,,,,Post-lockdown,2854.346796223528
2020-09-19,,,Autumn,,,,2844.784912496229,1984.9886632996545,851.4068374604338,,,,,,,,,Post-lockdown,2855.870342522592
2020-09-20,,,Autumn,,,,2848.905129979145,1996.1130617933284,851.672810662007,,,,,,,,,Post-lockdown,2857.819973558771
2020-09-21,,,Autumn,,,,2856.807916477147,1999.9521592430344,850.3947501739974,,,,,,,,,Post-lockdown,2856.9878415268918
2020-09-22,,,Autumn,,,,2862.1572138643496,1994.986084090176,847.4355505421571,,,,,,,,,Post-lockdown,2856.075985000365
2020-09-23,,,Autumn,,,,2843.7360834388105,2009.3520565196584,856.4486593725322,,,,,,,,,Post-lockdown,2850.0905663440294
2020-09-24,,,Autumn,,,,2842.322378074305,1994.0792931101969,856.7121697406743,,,,,,,,,Post-lockdown,2848.86326979022
2020-09-25,,,Autumn,,,,2861.034825876859,1998.9997775665151,839.4641976958707,,,,,,,,,Post-lockdown,2853.3430375516214
2020-09-26,,,Autumn,,,,2853.6000708868546,2001.8337028864305,846.4822026112928,,,,,,,,,Post-lockdown,2856.3176403617053
2020-09-27,,,Autumn,,,,2847.317536340618,2008.3913664453305,849.7503467435714,,,,,,,,,Post-lockdown,2850.545396496117
2020-09-28,,,Autumn,,,,2854.360145430612,1994.0256892441028,855.2245410185833,,,,,,,,,Post-lockdown,2857.012859828572
2020-09-29,,,Autumn,,,,2838.5502613049152,2007.0508187607747,850.6682643819588,,,,,,,,,Post-lockdown,2858.992083727431
2020-09-30,,,Autumn,,,,2851.7528775329856,2001.291165305098,847.0780309991753,,,,,,,,,Post-lockdown,2847.154395404633
2020-10-01,,,Autumn,,,,2853.368105864215,1996.32745674476,854.0416678865369,,,,,,,,,Post-lockdown,2847.5443964810183
2020-10-02,,,Autumn,,,,2856.3433506976894,2003.5405173713164,849.435319572245,,,,,,,,,Post-lockdown,2851.0201247054733
2020-10-03,,,Autumn,,,,2846.687520238537,2002.2502984778675,849.9149957042251,,,,,,,,,Post-lockdown,2853.295063340946
2020-10-04,,,Autumn,,,,2852.136435807017,1998.218915614206,850.3522078329797,,,,,,,,,Post-lockdown,2849.085164931165
2020-10-05,,,Autumn,,,,2847.087876869702,2001.57401042495,853.3615422041925,,,,,,,,,Post-lockdown,2858.476013394336
2020-10-06,,,Autumn,,,,2853.0759187783715,1999.3584320156915,848.9712519916311,,,,,,,,,Post-lockdown,2853.919334307592
2020-10-07,,,Autumn,,,,2847.329268388185,2001.857586726256,853.950732463236,,,,,,,,,Post-lockdown,2852.003235241204
2020-10-08,,,Autumn,,,,2849.786495804199,2004.6156533726053,850.1566551579647,,,,,,,,,Post-lockdown,2844.647452380658
2020-10-09,,,Autumn,,,,2846.8549230260487,2009.2400840807268,845.1889170679107,,,,,,,,,Post-lockdown,2845.2549209178624
2020-10-10,,,Autumn,,,,2855.0406812091182,1995.085922505866,850.3261184715227,,,,,,,,,Post-lockdown,2853.190046251409
2020-10-11,,,Autumn,,,,2855.9512555832835,2011.8501668732813,845.397932984274,,,,,,,,,Post-lockdown,2840.996021869226
2020-10-12,,,Autumn,,,,2850.4998971502127,1991.4345610023877,850.6829339488796,,,,,,,,,Post-lockdown,2856.73618704822
2020-10-13,,,Autumn,,,,2851.9061899748003,2000.466074524822,854.6373696461574,,,,,,,,,Post-lockdown,2850.9242307781387
2020-10-14,,,Autumn,,,,2844.416042926832,2004.126586032423,845.1058549699894,,,,,,,,,Post-lockdown,2867.8744648479737
2020-10-15,,,Autumn,,,,2850.160616759966,2002.589959338675,852.2953670290223,,,,,,,,,Post-lockdown,2863.1985812530806
2020-10-16,,,Autumn,,,,2851.428976914792,1998.0865024008967,846.3348127082339,,,,,,,,,Post-lockdown,2850.7727546537626
2020-10-17,,,Autumn,,,,2864.80496545515,2000.1743887482132,1457.1749731892191,,,,,,,,,Post-lockdown,2851.169314987344
2020-10-18,,,Autumn,,,,2846.127164871129,1998.7399953267056,854.7830212101024,,,,,,,,,Post-lockdown,2856.66490757001
2020-10-19,,,Autumn,,,,2859.0288861937624,1998.273176215279,839.8404346294499,,,,,,,,,Post-lockdown,2860.2238630495904
2020-10-20,,,Autumn,,,,2856.734293867329,2005.4980104851047,844.9276208656432,,,,,,,,,Post-lockdown,2843.55985471282
2020-10-21,,,Autumn,,,,2853.1321820224507,2003.020077429825,848.6491027744504,,,,,,,,,Post-lockdown,2842.7971226732266
2020-10-22,,,Autumn,,,,2860.5291024209755,1997.7754520236967,852.071202445908,,,,,,,,,Post-lockdown,2848.625825972228
2020-10-23,,,Autumn,,,,2853.5755273630343,2005.7229993771664,849.6580833532084,,,,,,,,,Post-lockdown,2854.628687915869
2020-10-24,,,Autumn,,,,2853.62579597834,2002.7364976043832,850.2505960900954,,,,,,,,,Post-lockdown,2854.164367952538
2020-10-25,,,Autumn,,,,2851.4213967349124,2005.2693105941944,860.6969226267563,,,,,,,,,Post-lockdown,2857.035857274919
2020-10-26,,,Autumn,,,,2857.8118444120933,2004.358144209618,844.4217136057539,,,,,,,,,Post-lockdown,2845.6955123581733
2020-10-27,,,Autumn,,,,2857.1763461690543,1997.0650249453895,856.1614250818138,,,,,,,,,Post-lockdown,2840.113280685156
2020-10-28,,,Autumn,,,,2848.5376135625197,1998.3890947990155,848.7261093642279,,,,,,,,,Post-lockdown,2855.956070976511
2020-10-29,,,Autumn,,,,2845.0697640270064,2004.9264680256165,853.2233739624937,,,,,,,,,Post-lockdown,2847.525018635174
2020-10-30,,,Autumn,,,,2850.6720968130217,2004.2568513271672,861.126732778728,,,,,,,,,Post-lockdown,2841.5945606780565
2020-10-31,,,Autumn,,,,2847.665807178012,2001.0854920301792,853.9193901184271,,,,,,,,,Post-lockdown,2852.391318729797
2020-11-01,,,Autumn,,,,2851.3483771269234,2001.776636916544,852.33847854895,,,,,,,,,Post-lockdown,2855.6318784410937
2020-11-02,,,Autumn,,,,2857.8601906734207,2007.583324478942,858.4736116757468,,,,,,,,,Post-lockdown,2851.0627143393936
2020-11-03,,,Autumn,,,,2849.351491724566,1998.212143055821,856.0919932229659,,,,,,,,,Post-lockdown,2849.348758069088
2020-11-04,,,Autumn,,,,2851.3678830934423,2003.8654869058505,846.4550296191928,,,,,,,,,Post-lockdown,2850.78518883927
2020-11-05,,,Autumn,,,,2851.830113674042,2000.0890367378304,851.9126237122694,,,,,,,,,Post-lockdown,2849.687086187996
2020-11-06,,,Autumn,,,,2855.7331544110266,1999.976593983864,841.8385213292962,,,,,,,,,Post-lockdown,2844.750764440299
2020-11-07,,,Autumn,,,,2840.2775533300774,2006.573884259936,847.7312330581287,,,,,,,,,Post-lockdown,2847.938596615048
2020-11-08,,,Autumn,,,,2848.520498526173,2005.23708174494,852.0142648379992,,,,,,,,,Post-lockdown,2854.1603995250694
2020-11-09,,,Autumn,,,,2852.519418461397,2005.1125481800032,847.4074732360937,,,,,,,,,Post-lockdown,2853.0713927068828
2020-11-10,,,Autumn,,,,2857.3513947821343,2007.492394035772,851.7528337298596,,,,,,,,,Post-lockdown,2852.191299029834
2020-11-11,,,Autumn,,,,2848.870487762469,2001.055019208164,850.3130769217348,,,,,,,,,Post-lockdown,2846.354257590733
2020-11-12,,,Autumn,,,,2842.0032364697904,2004.3997648564748,853.0780836619751,,,,,,,,,Post-lockdown,2850.478484189321
2020-11-13,,,Autumn,,,,2854.680557229831,1999.5786662170328,848.3310048898594,,,,,,,,,Post-lockdown,2840.696674767786
2020-11-14,,,Autumn,,,,2848.503188055872,2002.8208317624424,845.7792554278165,,,,,,,,,Post-lockdown,5452.697208899392
2020-11-15,,,Autumn,,,,2845.7316667045484,2000.5492847281616,857.8706341308663,,,,,,,,,Post-lockdown,2858.824288539068
2020-11-16,,,Autumn,,,,2848.565273051434,2001.6899798249635,848.0035162865503,,,,,,,,,Post-lockdown,2844.316339339789
2020-11-17,,,Autumn,,,,2850.771373211721,2004.1857851271843,853.7840529655856,,,,,,,,,Post-lockdown,2848.764361633411
2020-11-18,,,Autumn,,,,2848.677276677309,1997.1238965838324,857.6622351323626,,,,,,,,,Post-lockdown,2853.3465338935507
2020-11-19,,,Autumn,,,,2840.7221697145046,2011.7119363784277,851.3133499949877,,,,,,,,,Post-lockdown,2858.0142131721373
2020-11-20,,,Autumn,,,,2856.193330984436,1996.1899130925012,846.2064671527843,,,,,,,,,Post-lockdown,2849.466876918499
2020-11-21,,,Autumn,,,,2858.089375206394,1995.1540569360611,849.5969501272633,,,,,,,,,Post-lockdown,2848.2537483536707
2020-11-22,,,Autumn,,,,2854.8956099566976,2006.9605543675004,855.5557045830337,,,,,,,,,Post-lockdown,2841.79338428792
2020-11-23,,,Autumn,,,,2845.9355716478763,2005.118313469815,851.4952377286894,,,,,,,,,Post-lockdown,2852.141190646541
2020-11-24,,,Autumn,,,,2850.5815423302624,2004.2555990852609,844.4282910389786,,,,,,,,,Post-lockdown,2861.7993802007186
2020-11-25,,,Autumn,,,,2851.4863934238524,2004.2267275463212,853.4172191676686,,,,,,,,,Post-lockdown,2852.905792309823
2020-11-26,,,Autumn,,,,2854.4709719478096,2000.9937661357656,854.269657345255,,,,,,,,,Post-lockdown,2851.365605104081
2020-11-27,,,Autumn,,,,2854.86770244359,1996.6037281425708,848.6594405694103,,,,,,,,,Post-lockdown,2853.136411553835
2020-11-28,,,Autumn,,,,2847.862131006108,2001.4740227909683,853.4892218780237,,,,,,,,,Post-lockdown,2851.477539980257
2020-11-29,,,Autumn,,,,2852.054977782068,1997.7891914424397,851.6950929773024,,,,,,,,,Post-lockdown,2847.5799281386994
2020-11-30,,,Autumn,,,,2853.9384020230764,2006.0555986670888,849.4848523067898,,,,,,,,,Post-lockdown,2855.7683995783887
2020-12-01,,,Winter,,,,2858.9311116107338,2000.444713092489,844.0043212820317,,,,,,,,,Post-lockdown,3143.65408350636
2020-12-02,,,Winter,,,,2855.104532699124,1997.0025140160376,855.8417694755287,,,,,,,,,Post-lockdown,3281.643502068461
2020-12-03,,,Winter,,,,2855.422283436877,1999.448070791735,854.2180549995992,,,,,,,,,Post-lockdown,3144.282899522932
2020-12-04,,,Winter,,,,2851.833133139647,2003.074657271378,853.3234314718766,,,,,,,,,Post-lockdown,3306.04788002498
2020-12-05,,,Winter,,,,2858.466295726018,1998.19137723598,858.1266300183904,,,,,,,,,Post-lockdown,3173.4212191574284
2020-12-06,,,Winter,,,,2853.420813979798,1996.868898022168,855.117968635068,,,,,,,,,Post-lockdown,3146.1855602283
2020-12-07,,,Winter,,,,2847.101560449132,2002.22343605746,853.8348300307579,,,,,,,,,Post-lockdown,3184.172677529001
2020-12-08,,,Winter,,,,2858.507849850626,3320.9936286356574,839.3598632598658,,,,,,,,,Post-lockdown,3398.207369896298
2020-12-09,,,Winter,,,,2855.0715163626955,1998.5952841231444,856.4364747590121,,,,,,,,,Post-lockdown,3194.107870351332
2020-12-10,,,Winter,,,,2849.471779894357,1998.8498084719083,850.8974025714102,,,,,,,,,Post-lockdown,3237.304951430994
2020-12-11,,,Winter,,,,2849.191535163004,2002.295249686788,852.0164584012856,,,,,,,,,Post-lockdown,3266.0507305169845
2020-12-12,,,Winter,,,,2853.120877725704,1993.9295782925133,852.0646659484669,,,,,,,,,Post-lockdown,3341.3000981556893
2020-12-13,,,Winter,,,,2853.869923976338,1994.0726811281168,854.3131637182114,,,,,,,,,Post-lockdown,3176.9498328235027
2020-12-14,,,Winter,,,,2852.477461328156,1997.4727788937375,856.0368751440085,,,,,,,,,Post-lockdown,3147.5168442124595
2020-12-15,,,Winter,,,,2853.1035433672146,2000.0377642414408,853.6132057152961,,,,,,,,,Post-lockdown,3221.507721665469
2020-12-16,,,Winter,,,,2860.039786872882,2002.65453782799,852.8164279465996,,,,,,,,,Post-lockdown,3281.926208356156
2020-12-17,,,Winter,,,,2856.8417157611743,2008.436781084748,851.5815636964778,,,,,,,,,Post-lockdown,3318.381038885088
2020-12-18,,,Winter,,,,5179.190484561227,2005.3232981160104,833.6559474154766,,,,,,,,,Post-lockdown,3136.204438872581
2020-12-19,,,Winter,,,,2856.134552903837,2000.2203073501828,848.9700449027491,,,,,,,,,Post-lockdown,3236.5160216552845
2020-12-20,,,Winter,,,,2846.216380482362,2000.8899189604865,845.6860524132468,,,,,,,,,Post-lockdown,3168.2164649841097
2020-12-21,,,Winter,,,,2853.277635249734,1995.907353176811,856.4216976946955,,,,,,,,,Post-lockdown,3158.930927842821
2020-12-22,,,Winter,,,,2860.271531748665,2000.782434320038,853.4451859914315,,,,,,,,,Post-lockdown,3382.981954620116
2020-12-23,,,Winter,,,,2850.1627705230385,1999.4517068053992,848.0673150639312,,,,,,,,,Post-lockdown,3347.470908215201
2020-12-24,,,Winter,,,,2847.0848303569046,2002.5585928016903,848.5894140886538,,,,,,,,,Post-lockdown,3308.9506643088853
2020-12-25,,,Winter,,,,2848.146555557035,1996.8688452822385,848.432093183488,,,,,,,,,Post-lockdown,3404.3726088121043
2020-12-26,,,Winter,,,,2846.0078348132884,2003.6367325712056,848.3568692284055,,,,,,,,,Post-lockdown,3380.582519982353
2020-12-27,,,Winter,,,,2847.5671904593614,2008.728694565013,843.2032127823761,,,,,,,,,Post-lockdown,3206.609662702197
2020-12-28,,,Winter,,,,2849.63145950705,2000.516199257716,842.1176025336111,,,,,,,,,Post-lockdown,3187.757783989962
2020-12-29,,,Winter,,,,2844.4071649041066,2003.0335586104948,850.5552338619087,,,,,,,,,Post-lockdown,3218.047063016188
2020-12-30,,,Winter,,,,2851.513091669748,2004.475719958556,855.7865706967967,,,,,,,,,Post-lockdown,3378.57498786215
2020-12-31,,,Winter,,,,2855.9533858689333,1999.0238976405708,847.7235515128607,,,,,,,,,Post-lockdown,3375.424207501809
2021-01-01,,,Winter,,,,2847.0222190992654,2002.235462409052,851.9632237546202,,,,,,,,,Post-lockdown,3193.033787909071
2021-01-02,,,Winter,,,,2859.1784196182093,2001.192962003909,854.1233045858836,,,,,,,,,Post-lockdown,3139.178179317779
2021-01-03,,,Winter,,,,2854.079960442638,2001.578380492744,845.4691089720808,,,,,,,,,Post-lockdown,3205.4555660912256
2021-01-04,,,Winter,,,,2856.6929029281205,1997.2349510807223,850.3401228564005,,,,,,,,,Post-lockdown,3268.2056218742373
2021-01-05,,,Winter,,,,2848.250827230739,2001.2225508712943,847.1073975936325,,,,,,,,,Post-lockdown,3289.130816761788
2021-01-06,,,Winter,,,,2855.896626135333,2003.6499914562276,858.4945974591566,,,,,,,,,Post-lockdown,3335.213963402421
2021-01-07,,,Winter,,,,5407.310843060252,2008.3807180389751,858.2622975343106,,,,,,,,,Post-lockdown,3144.266484498245
2021-01-08,,,Winter,,,,2856.005237504183,2005.9063541304256,1396.2847859712006,,,,,,,,,Post-lockdown,3230.2707435021257
2021-01-09,,,Winter,,,,2852.4971966989674,2011.9359122875576,852.3974219154215,,,,,,,,,Post-lockdown,3149.785065520482
2021-01-10,,,Winter,,,,2854.425256099924,1997.34826218556,855.8119965040624,,,,,,,,,Post-lockdown,3390.981423683997
2021-01-11,,,Winter,,,,2845.767026971876,2005.5366031836036,854.7116475018817,,,,,,,,,Post-lockdown,3293.040089581717
2021-01-12,,,Winter,,,,2847.120650788617,2002.056710028692,850.8638151749218,,,,,,,,,Post-lockdown,3308.8626655765847
2021-01-13,,,Winter,,,,2854.589141091267,2012.094014666088,856.9907873088217,,,,,,,,,Post-lockdown,3393.4174481750515
2021-01-14,,,Winter,,,,2846.847259978879,1997.093508573224,845.9314265550528,,,,,,,,,Post-lockdown,3156.6179372795445
2021-01-15,,,Winter,,,,2853.8910314604955,1996.926390789096,848.9345352780266,,,,,,,,,Post-lockdown,3158.3584896926664
2021-01-16,,,Winter,,,,2844.760310967699,1998.14303677278,846.0677879012021,,,,,,,,,Post-lockdown,3401.094315121364
2021-01-17,,,Winter,,,,2855.9068710633337,1990.570521378451,854.388467473503,,,,,,,,,Post-lockdown,3412.2030812001112
2021-01-18,,,Winter,,,,2845.545383426157,1998.5912248915963,847.5748156285028,,,,,,,,,Post-lockdown,3252.003282362583
2021-01-19,,,Winter,,,,2854.4134996883977,1997.3843366922315,849.6157541228146,,,,,,,,,Post-lockdown,3206.927244429515
2021-01-20,,,Winter,,,,2854.77315466823,2001.926968932381,853.5583518413288,,,,,,,,,Post-lockdown,3300.410481826173
2021-01-21,,,Winter,,,,2848.0701409078524,2002.8187798788856,853.935249568889,,,,,,,,,Post-lockdown,3162.78013560338
2021-01-22,,,Winter,,,,2854.450132835424,2010.4808541960792,845.9043682687238,,,,,,,,,Post-lockdown,3303.136249528333
2021-01-23,,,Winter,,,,2852.8912113166675,2005.8871191909304,855.7372764188639,,,,,,,,,Post-lockdown,3366.980588486017
2021-01-24,,,Winter,,,,2848.9017907190364,1998.255481721688,852.7344483433362,,,,,,,,,Post-lockdown,3193.279881267497
2021-01-25,,,Winter,,,,2846.4692265796198,1996.5879266432585,845.023485802098,,,,,,,,,Post-lockdown,3272.4276288652795
2021-01-26,,,Winter,,,,2841.705871541637,2003.5445958575328,843.7954205212169,,,,,,,,,Post-lockdown,3321.749926779367
2021-01-27,,,Winter,,,,2853.232250236498,1994.4588339648967,850.3449014486896,,,,,,,,,Post-lockdown,3420.3061548510227
2021-01-28,,,Winter,,,,2843.68098614319,2010.232293829272,854.680469946584,,,,,,,,,Post-lockdown,3351.233411113194
2021-01-29,,,Winter,,,,2851.9117209972064,2006.9222006036064,854.7885793120049,,,,,,,,,Post-lockdown,3284.055648366182
2021-01-30,,,Winter,,,,2850.145758919589,1998.6991217394768,852.1988343861242,,,,,,,,,Post-lockdown,3196.145387818405
2021-01-31,,,Winter,,,,2854.9007138771917,1992.5093273545456,850.673374191634,,,,,,,,,Post-lockdown,3187.168128189162
2021-02-01,,,Winter,,,,2849.994772502551,2007.844361870827,852.988688345395,,,,,,,,,Post-lockdown,3231.670251251995
2021-02-02,,,Winter,,,,2849.8927610682645,2000.527300773737,846.1633474280537,,,,,,,,,Post-lockdown,3371.428694054526
2021-02-03,,,Winter,,,,2855.094353521441,2007.2140815598675,858.8449393151269,,,,,,,,,Post-lockdown,3174.552829145928
2021-02-04,,,Winter,,,,2853.1242901454207,1993.0628617060283,858.7836920906126,,,,,,,,,Post-lockdown,3152.4857336067407
2021-02-05,,,Winter,,,,2853.085779785914,1998.078124885231,852.5740615731034,,,,,,,,,Post-lockdown,3343.0491174759154
2021-02-06,,,Winter,,,,2853.7813379490426,2001.051218498591,851.3965020999642,,,,,,,,,Post-lockdown,3327.5081341064324
2021-02-07,,,Winter,,,,2843.7291393839646,2001.239902968824,848.3448951367031,,,,,,,,,Post-lockdown,3303.918532670886
2021-02-08,,,Winter,,,,2855.190943399935,1998.754672642604,853.0457442289984,,,,,,,,,Post-lockdown,3367.937861817804
2021-02-09,,,Winter,,,,2854.476343970068,2004.1242496617372,1584.5947071870737,,,,,,,,,Post-lockdown,3142.15290851157
2021-02-10,,,Winter,,,,2846.386584357117,1995.711897853087,839.3019398450223,,,,,,,,,Post-lockdown,3209.3940410183004
2021-02-11,,,Winter,,,,2850.333597631629,2000.3981025748933,836.8734634975445,,,,,,,,,Post-lockdown,3228.205354188187
2021-02-12,,,Winter,,,,2851.406463561862,2001.7464781585595,846.4605083341826,,,,,,,,,Post-lockdown,3225.9647756205554
2021-02-13,,,Winter,,,,2850.930516077992,2003.7171941702936,851.2398906145913,,,,,,,,,Post-lockdown,3235.8104411657296
2021-02-14,,,Winter,,,,2853.2722998328427,2004.7030743904445,852.1178586697674,,,,,,,,,Post-lockdown,3233.7615453032
2021-02-15,,,Winter,,,,2858.766833909156,1995.5267895408108,848.0262149574536,,,,,,,,,Post-lockdown,3318.832211172001
2021-02-16,,,Winter,,,,2857.0048336383643,1993.469429146322,851.1651758357145,,,,,,,,,Post-lockdown,3235.829802666305
2021-02-17,,,Winter,,,,2845.041904032843,2007.5333841094923,849.0868582147273,,,,,,,,,Post-lockdown,3340.953803800515
2021-02-18,,,Winter,,,,2854.64334995153,2002.756570059898,845.4414362117493,,,,,,,,,Post-lockdown,3268.1344044413663
2021-02-19,,,Winter,,,,2858.093666597677,1997.2925673172172,850.1452774551543,,,,,,,,,Post-lockdown,3159.9410535883
2021-02-20,,,Winter,,,,2853.362042603446,2008.7757598776127,854.4727855618282,,,,,,,,,Post-lockdown,3324.0428209447
2021-02-21,,,Winter,,,,2856.99490212593,2001.6783731714645,845.6696912612684,,,,,,,,,Post-lockdown,3317.3431921404517
2021-02-22,,,Winter,,,,2861.678352228504,2007.051485920319,845.6939769349015,,,,,,,,,Post-lockdown,3386.9818388992658
2021-02-23,,,Winter,,,,2856.8055477305347,2001.5425924070505,845.1357470302391,,,,,,,,,Post-lockdown,3411.567484071038
2021-02-24,,,Winter,,,,2852.9475429782087,2011.5187396244096,840.8034063274594,,,,,,,,,Post-lockdown,3309.8528575384976
2021-02-25,,,Winter,,,,2856.989442370424,2010.036704212216,848.1029881292649,,,,,,,,,Post-lockdown,3262.545358249041
2021-02-26,,,Winter,,,,2852.4954391654846,2000.0201792576047,854.0764305647626,,,,,,,,,Post-lockdown,3239.614812297953
2021-02-27,,,Winter,,,,2851.8555152164245,2006.097854754772,851.3655804191689,,,,,,,,,Post-lockdown,3299.7028303380985
2021-02-28,,,Winter,,,,2850.041928821431,2004.5118797479256,849.6677455797185,,,,,,,,,Post-lockdown,3180.116987028532
2021-03-01,,,Summer,,,,2859.6650667941603,2008.1631577876617,851.1733239912008,,,,,,,,,Post-lockdown,3479.9967076400435
2021-03-02,,,Summer,,,,2847.74885667029,1996.4903826970997,848.0810925628541,,,,,,,,,Post-lockdown,3296.8305522810883
2021-03-03,,,Summer,,,,2859.43983862339,2004.700257299992,840.7685668136827,,,,,,,,,Post-lockdown,3532.3225569428528
2021-03-04,,,Summer,,,,2854.270320618702,2006.557122434248,854.4245939090728,,,,,,,,,Post-lockdown,3336.7491187890705
2021-03-05,,,Summer,,,,2844.8024691259902,1992.4913025678843,855.8696228689232,,,,,,,,,Post-lockdown,3468.345814029927
2021-03-06,,,Summer,,,,2853.6652464649574,1995.3887074366712,846.8812161196611,,,,,,,,,Post-lockdown,3472.473257129886
2021-03-07,,,Summer,,,,2841.326867461742,1991.1088391112,849.7678218969672,,,,,,,,,Post-lockdown,3354.6894476984244
2021-03-08,,,Summer,,,,2854.940540084155,1999.9479658277771,849.3330041446992,,,,,,,,,Post-lockdown,3325.352302153221
2021-03-09,,,Summer,,,,2856.260157414945,2004.89771127898,852.2804440471227,,,,,,,,,Post-lockdown,3520.6118640712148
2021-03-10,,,Summer,,,,2848.90722022174,2008.84678526048,858.9834672831314,,,,,,,,,Post-lockdown,3563.3734394187504
2021-03-11,,,Summer,,,,2852.4517384797778,2001.6804739020988,856.3229562264465,,,,,,,,,Post-lockdown,3306.4835897695266
2021-03-12,,,Summer,,,,2861.611787168751,2009.4580777278568,848.6414288729304,,,,,,,,,Post-lockdown,3286.156188079341
2021-03-13,,,Summer,,,,2849.30526647869,1994.4094927089252,853.2363193075012,,,,,,,,,Post-lockdown,3345.112093529389
