Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh)
07-09-2019,23.4,91.3,Monsoon,9.1,0.3,3130000,2795,1761.402098,1033.597902
08-09-2019,23.5,93.3,Monsoon,5.4,5.7,3130000,2620,1743.508293,876.4917065
09-09-2019,23.2,93.3,Monsoon,7.4,0.2,3130000,2690,1782.448311,907.5516894
10-09-2019,23.4,90.8,Monsoon,9.8,3.4,3130000,2830,1865.082379,964.9176212
11-09-2019,23.4,88.4,Monsoon,15.6,0.2,3130000,3120,1939.160158,1180.839842
12-09-2019,23.5,89.1,Monsoon,8.5,1,3130000,2775,1695.560796,1079.439204
13-09-2019,23.3,91.3,Monsoon,7.9,11,3130000,2725,1808.473489,916.5265107
14-09-2019,23.8,89.2,Monsoon,11,3,3130000,2930,1850.633087,1079.366913
15-09-2019,23.5,89.7,Monsoon,13.6,0.3,3130000,3030,1910.560834,1119.439166
16-09-2019,23.7,88,Monsoon,13.9,0.1,3130000,3065,2006.411532,1058.588468
17-09-2019,23.7,89,Monsoon,13.9,2,3130000,3065,2082.421725,982.5782754
18-09-2019,23.9,91.3,Monsoon,11,8,3130000,2940,2036.779852,903.2201477
19-09-2019,23.8,92.5,Monsoon,7.4,21,3130000,2750,1655.577375,1094.422625
20-09-2019,23.9,89,Monsoon,12.8,0.6,3130000,3030,1838.836286,1191.163714
21-09-2019,24.5,82.8,Monsoon,13.5,2,3130000,3083.062746,1943.028692,1140.034054
22-09-2019,25.1,81.3,Monsoon,16,0.8,3130000,3083.750548,2151.997646,931.7529017
23-09-2019,24.9,82.2,Monsoon,18,0.9,3130000,3084.43835,2016.374797,1068.063552
24-09-2019,24.5,88.7,Monsoon,13.4,119,3130000,3085.126151,2049.868132,1035.25802
25-09-2019,24.4,90.1,Monsoon,11.8,66,3130000,3085.813953,2034.5642,1051.249753
26-09-2019,24.5,88.8,Monsoon,12.9,8.2,3130000,3086.501755,1950.956364,1135.54539
27-09-2019,24.1,86.1,Monsoon,12.7,16.8,3130000,3087.189556,1860.542625,1226.646932
28-09-2019,24,83.9,Monsoon,16.6,0.3,3130000,3087.877358,2114.899779,972.977579
29-09-2019,24.2,82.1,Monsoon,18.4,0.1,3130000,3088.56516,1929.126149,1159.439011
30-09-2019,24.5,81.9,Monsoon,18.5,0.9,3130000,3089.252961,1942.954626,1146.298336
01-10-2019,24.7,81.9,Post-Monsoon,17.1,1.4,3130000,3325,2016.155976,1308.844024
02-10-2019,24.8,80.7,Post-Monsoon,18.3,0.3,3130000,3395,2350.141646,1044.858354
03-10-2019,24.8,82.1,Post-Monsoon,18.4,0.4,3130000,3400,2372.937936,1027.062064
04-10-2019,24.1,86,Post-Monsoon,17.1,43,3130000,3265,1973.802272,1291.197728
05-10-2019,23.9,86.1,Post-Monsoon,17.2,3,3130000,3250,2065.233911,1184.766089
06-10-2019,23.8,86.6,Post-Monsoon,18,14,3130000,3280,2153.744722,1126.255278
07-10-2019,24.5,84.8,Post-Monsoon,17,0.1,3130000,3300,2307.83113,992.1688696
08-10-2019,25,82.6,Post-Monsoon,16.8,4,3130000,3340,2009.434263,1330.565737
09-10-2019,24.7,84,Post-Monsoon,15.2,27,3130000,3230,2253.00303,976.9969698
10-10-2019,24.4,84,Post-Monsoon,17.4,7,3130000,3310,2240.304593,1069.695407
11-10-2019,24.5,83.5,Post-Monsoon,15.9,4.1,3130000,3245,2204.329256,1040.670744
12-10-2019,25,82.1,Post-Monsoon,17.2,5.3,3130000,3360,2325.38029,1034.61971
13-10-2019,25,83.8,Post-Monsoon,17.1,0.8,3130000,3355,2060.525029,1294.474971
14-10-2019,25.6,79.9,Post-Monsoon,18.3,2.6,3130000,3475,2389.16237,1085.83763
15-10-2019,25.2,72.6,Post-Monsoon,21.3,0,3130000,3585,2228.125172,1356.874828
16-10-2019,24.4,70,Post-Monsoon,21.4,0,3130000,3510,2354.451176,1155.548824
17-10-2019,24.4,72.6,Post-Monsoon,18.5,0.4,3130000,3365,2247.236069,1117.763931
18-10-2019,23.8,85.6,Post-Monsoon,7.9,0.3,3130000,2775,1891.437108,883.5628923
19-10-2019,22.3,94.3,Post-Monsoon,5,31,3130000,2480,1615.127649,864.872351
20-10-2019,21.6,96.9,Post-Monsoon,4.3,21,3130000,2375,1431.368058,943.631942
21-10-2019,23.2,88.8,Post-Monsoon,9.9,0.1,3130000,3089.940763,2101.468267,988.4724962
22-10-2019,23.2,91.7,Post-Monsoon,6.4,54.9,3130000,3090.628565,2083.957939,1006.670626
23-10-2019,23.4,88.5,Post-Monsoon,6,4,3130000,3091.316366,2104.039032,987.277334
24-10-2019,22.8,91.2,Post-Monsoon,4.9,2,3130000,3092.004168,2037.105544,1054.898624
25-10-2019,22.6,89.7,Post-Monsoon,8.5,0.4,3130000,3092.69197,2069.478735,1023.213235
26-10-2019,23,88.1,Post-Monsoon,5.3,0.5,3130000,3093.379771,1934.41229,1158.967481
27-10-2019,23.9,81.2,Post-Monsoon,14.6,0.1,3130000,3094.067573,1890.166291,1203.901282
28-10-2019,24.6,77.6,Post-Monsoon,17.2,5,3130000,3094.755375,2162.783201,931.9721733
29-10-2019,25,79.9,Post-Monsoon,15.8,0.4,3130000,3095.443176,2085.782926,1009.66025
30-10-2019,24.6,79.5,Post-Monsoon,17.3,0.2,3130000,3096.130978,1859.493061,1236.637917
31-10-2019,24,81.8,Post-Monsoon,13.7,6.8,3130000,3096.81878,1993.264549,1103.55423
01-11-2019,24,84.5,Post-Monsoon,13,2,3130000,3050,1872.83921,1177.16079
02-11-2019,23.7,81.2,Post-Monsoon,15.9,0.1,3130000,3165,2054.408162,1110.591838
03-11-2019,23.6,83.9,Post-Monsoon,15.1,52,3130000,3115,2019.704221,1095.295779
04-11-2019,24.3,86.3,Post-Monsoon,15.2,31,3130000,3190,2057.746212,1132.253788
05-11-2019,24.9,83.2,Post-Monsoon,16.1,1.8,3130000,3295,2235.113174,1059.886826
06-11-2019,24.3,84,Post-Monsoon,15.3,8,3130000,3195,2132.64001,1062.35999
07-11-2019,23.7,82.8,Post-Monsoon,16.2,0.3,3130000,3180,2075.353613,1104.646387
08-11-2019,23,78.7,Post-Monsoon,16.3,0,3130000,3115,2104.670765,1010.329235
09-11-2019,22.4,75.6,Post-Monsoon,20.1,0,3130000,3245,2231.69719,1013.30281
10-11-2019,23.3,74.1,Post-Monsoon,17.5,0,3130000,3205,1956.591982,1248.408018
11-11-2019,23.3,74.3,Post-Monsoon,18.7,0,3130000,3265,2077.44861,1187.55139
12-11-2019,23.1,77.1,Post-Monsoon,16.4,0,3130000,3130,1959.662419,1170.337581
13-11-2019,23.1,76.3,Post-Monsoon,16,0,3130000,3110,1879.829992,1230.170008
14-11-2019,21.8,76.7,Post-Monsoon,16.3,0,3130000,2995,1931.915655,1063.084345
15-11-2019,23.2,78.8,Post-Monsoon,14.2,0,3130000,3030,1822.914981,1207.085019
16-11-2019,23.8,77.9,Post-Monsoon,15.4,0,3130000,3150,2193.059216,956.9407837
17-11-2019,23.9,77,Post-Monsoon,15.9,0.1,3130000,3185,2014.467685,1170.532315
18-11-2019,22.6,71.1,Post-Monsoon,18.8,0,3130000,3200,2064.935434,1135.064566
19-11-2019,22.2,75.6,Post-Monsoon,18.7,0,3130000,3155,1897.847904,1257.152096
20-11-2019,22.6,77.7,Post-Monsoon,17.6,0,3130000,3140,2040.483799,1099.516201
21-11-2019,23.1,76.8,Post-Monsoon,16.2,0,3130000,3097.506581,2116.602453,980.9041282
22-11-2019,22.7,75.7,Post-Monsoon,16.3,0,3130000,3098.194383,2068.617257,1029.577126
23-11-2019,22.6,74.1,Post-Monsoon,18.6,0,3130000,3098.882185,2015.478062,1083.404122
24-11-2019,21.7,72.9,Post-Monsoon,18.5,0,3130000,3099.569986,2097.766659,1001.803328
25-11-2019,21.7,71.8,Post-Monsoon,18.9,0,3130000,3100.257788,1992.329141,1107.928647
26-11-2019,21.8,73.6,Post-Monsoon,18.5,0,3130000,3100.94559,2109.371421,991.5741682
27-11-2019,21.9,73.3,Post-Monsoon,18.5,0,3130000,3101.633391,2116.713833,984.9195588
28-11-2019,22.6,71.4,Post-Monsoon,17.4,0,3130000,3102.321193,2009.826817,1092.494376
29-11-2019,23.3,76.2,Post-Monsoon,14.6,0.4,3130000,3103.008995,2075.945248,1027.063746
30-11-2019,23.2,77.3,Post-Monsoon,16.2,0,3130000,3103.696796,1981.013085,1122.683711
01-12-2019,23.2,73.4,Winter,16.2,0,3130000,3130,2105.914631,1024.085369
02-12-2019,23,73.2,Winter,15.5,0.3,3130000,3075,2011.84482,1063.15518
03-12-2019,22.9,74.4,Winter,14.5,0.1,3130000,3015,1979.186423,1035.813577
04-12-2019,23.2,73.4,Winter,11.4,0,3130000,2890,1799.780001,1090.219999
05-12-2019,23.1,76.1,Winter,7.5,2.8,3130000,2685,1771.470399,913.5296013
06-12-2019,22.7,68.5,Winter,16,0,3130000,3070,2111.019003,958.980997
07-12-2019,21.1,70.7,Winter,16.3,0,3130000,2925,1812.021991,1112.978009
08-12-2019,21.3,72.9,Winter,15.1,0,3130000,2885,1909.663349,975.3366507
09-12-2019,22.6,75.8,Winter,13.4,0,3130000,2930,1883.051504,1046.948496
10-12-2019,22.4,77.3,Winter,13.4,0,3130000,2910,2036.275758,873.7242416
11-12-2019,22.6,75.3,Winter,15.4,0,3130000,3030,2092.659727,937.3402735
12-12-2019,22.7,75.4,Winter,15.4,0,3130000,3040,1863.643346,1176.356654
13-12-2019,21.4,74,Winter,16.7,0,3130000,2975,1955.050174,1019.949826
14-12-2019,20.8,74.6,Winter,16.4,0,3130000,2900,1929.339334,970.660666
15-12-2019,21.8,74.3,Winter,14.2,0,3130000,2890,1961.441902,928.5580976
16-12-2019,21.6,74.9,Winter,15.5,0,3130000,2935,1859.813975,1075.186025
17-12-2019,20.9,73.9,Winter,16.5,0,3130000,2915,1926.153936,988.8460639
18-12-2019,20.7,73.9,Winter,17.6,0,3130000,2950,1835.126382,1114.873618
19-12-2019,20.7,72.7,Winter,17.7,0,3130000,2955,1815.989894,1139.010106
20-12-2019,20.7,74.3,Winter,17,0,3130000,2920,1955.301152,964.6988479
21-12-2019,21.6,71.2,Winter,16.8,0,3130000,3104.384598,2134.60559,969.7790081
22-12-2019,22.2,71.1,Winter,13.6,0,3130000,3105.0724,2090.84996,1014.22244
23-12-2019,22.9,70.8,Winter,15.3,0,3130000,3105.760201,2161.954113,943.8060882
24-12-2019,22.8,75,Winter,13.4,0,3130000,3106.448003,1971.867295,1134.580708
25-12-2019,23.6,78.7,Winter,8.8,0.1,3130000,3107.135805,1902.041025,1205.09478
26-12-2019,22.8,84.4,Winter,10.3,5.9,3130000,3107.823606,2115.527006,992.2966003
27-12-2019,21.3,82.8,Winter,13.8,0,3130000,3108.511408,2095.87773,1012.633678
28-12-2019,20.4,79.8,Winter,12.6,0,3130000,3109.19921,2031.921952,1077.277258
29-12-2019,21,74.7,Winter,12.9,0.4,3130000,3109.887011,1941.835289,1168.051723
30-12-2019,21.1,76.2,Winter,16.1,0.1,3130000,3110.574813,2063.406297,1047.168516
31-12-2019,20.3,69,Winter,18.2,0,3130000,3111.262615,1876.426322,1234.836292
01-01-2020,19.7,67.1,Winter,18.2,0,3130000,3337.162628,2069.89347,1267.269158
02-01-2020,20.3,69.9,Winter,18,0,3130000,3219.400077,2059.024813,1160.375264
03-01-2020,18.9,77.4,Winter,17.9,0,3130000,3237.75586,2258.103394,979.6524659
04-01-2020,17.8,80.6,Winter,15.4,0,3130000,3199.453679,1925.619897,1273.833782
05-01-2020,18.4,76.4,Winter,17,0,3130000,3271.153135,2242.878714,1028.274421
06-01-2020,20.3,73.8,Winter,17.3,0,3130000,3284.632778,2159.939386,1124.693392
07-01-2020,22.2,75.2,Winter,14.2,0,3130000,3201.546076,2023.291804,1178.254272
08-01-2020,21.8,79.3,Winter,15.4,0,3130000,3399.772077,2281.152494,1118.619583
09-01-2020,19.8,78.9,Winter,17.8,0,3130000,3353.461731,2242.699219,1110.762512
10-01-2020,19.6,71.8,Winter,18,0,3130000,3266.976923,2263.788127,1003.188796
11-01-2020,20.5,75.2,Winter,16.5,0,3130000,3417.729709,2364.888954,1052.840755
12-01-2020,20.9,72,Winter,18.5,0,3130000,3218.550888,2037.342485,1181.208403
13-01-2020,21.3,76.9,Winter,16.9,0,3130000,3297.4647,2036.005796,1261.458904
14-01-2020,20.9,77.7,Winter,15.7,0,3130000,3167.717164,2121.725131,1045.992033
15-01-2020,19.9,74.5,Winter,17.9,0,3130000,3233.893447,2179.714355,1054.179092
16-01-2020,18,67.7,Winter,19.4,0,3130000,3371.366871,2292.742774,1078.624097
17-01-2020,16.8,65.1,Winter,20.3,0,3130000,3147.859424,2139.869909,1007.989515
18-01-2020,18.5,66.2,Winter,19.2,0,3130000,3165.602318,1938.423583,1227.178735
19-01-2020,20.7,70.7,Winter,18.4,0,3130000,3146.08095,1964.856868,1181.224082
20-01-2020,21.7,72,Winter,17.6,0,3130000,3243.657066,2075.117447,1168.539619
21-01-2020,23,69.3,Winter,17.3,0,3130000,3111.950416,1943.79163,1168.158787
22-01-2020,22.5,68,Winter,17,0,3130000,3112.638218,2133.21271,979.4255083
23-01-2020,21.9,65.6,Winter,20,0,3130000,3113.32602,1869.726448,1243.599572
24-01-2020,21.8,65.3,Winter,19.9,0,3130000,3114.013821,1890.587933,1223.425889
25-01-2020,22.7,64.8,Winter,19.4,0,3130000,3114.701623,2077.218966,1037.482657
26-01-2020,23,65.2,Winter,19.4,0,3130000,3115.389425,2108.961064,1006.42836
27-01-2020,22.5,65.1,Winter,19.5,0,3130000,3116.077226,2103.052408,1013.024818
28-01-2020,20.2,73.8,Winter,18.2,0,3130000,3116.765028,2164.786149,951.9788793
29-01-2020,19.1,73.3,Winter,19.1,0,3130000,3117.45283,1929.352883,1188.099947
30-01-2020,18.9,67.2,Winter,20.8,0,3130000,3118.140631,1940.533622,1177.607009
31-01-2020,19.7,65.7,Winter,20.7,0,3130000,3118.828433,2050.476008,1068.352425
01-02-2020,20.3,67.1,Winter,20.8,0,3130000,3307.452006,2245.102657,1062.349349
02-02-2020,21.3,65.2,Winter,20.9,0,3130000,3397.566374,2248.384989,1149.181385
03-02-2020,21.7,71.3,Winter,18.8,0,3130000,5078.705951,3381.703247,1697.002704
04-02-2020,21.6,70.7,Winter,18.4,0,3130000,3234.844356,2254.453806,980.3905504
05-02-2020,21.1,66.4,Winter,18.2,0,3130000,3233.307673,1985.514396,1247.793277
06-02-2020,21.3,60.2,Winter,21.3,0,3130000,3374.213021,2122.874953,1251.338068
07-02-2020,19.4,57.9,Winter,22,0,3130000,3288.065029,2044.212491,1243.852538
08-02-2020,19.9,64.9,Winter,16.5,0,3130000,3318.855549,2179.866157,1138.989392
09-02-2020,21,64.5,Winter,18.7,0,3130000,3359.190527,2226.14382,1133.046707
10-02-2020,22.6,66.4,Winter,15.4,0.1,3130000,3284.641862,1996.305761,1288.336101
11-02-2020,22.7,68.8,Winter,15.4,0,3130000,3148.404675,2008.113395,1140.29128
12-02-2020,23.3,66,Winter,17.3,0,3130000,3326.823408,2054.929041,1271.894367
13-02-2020,22.9,66.9,Winter,15,0,3130000,3158.173902,1937.867842,1220.30606
14-02-2020,23.3,62.2,Winter,20.9,0,3130000,3210.937086,2243.999356,966.93773
15-02-2020,23.6,59.2,Winter,21.8,0,3130000,3152.410631,2049.104484,1103.306147
16-02-2020,24.1,58.9,Winter,21.9,0,3130000,3401.358471,2366.325726,1035.032745
17-02-2020,24.3,60.5,Winter,22,0,3130000,3143.305533,2153.023696,990.2818368
18-02-2020,24.8,56.1,Winter,21.9,0,3130000,3353.697195,2288.264395,1065.4328
19-02-2020,25.1,54.8,Winter,22.2,0,3130000,3392.798081,2185.055794,1207.742287
20-02-2020,25,55.9,Winter,21.9,0,3130000,3252.378184,1980.920424,1271.45776
21-02-2020,24.8,56,Winter,20.9,0,3130000,3119.516235,2031.577859,1087.938375
22-02-2020,25,57.4,Winter,22.1,0,3130000,3120.204036,1901.683313,1218.520723
23-02-2020,25.2,55.8,Winter,22.4,0,3130000,3120.891838,1890.398476,1230.493362
24-02-2020,25.2,50,Winter,22.7,0,3130000,3121.57964,2140.753823,980.8258161
25-02-2020,23.2,48.1,Winter,23.6,0,3130000,3122.267441,2105.304166,1016.963275
26-02-2020,22.1,43.5,Winter,23.7,0,3130000,3122.955243,1934.415383,1188.53986
27-02-2020,22.7,45.5,Winter,23.7,0,3130000,3123.643045,2135.80955,987.8334945
28-02-2020,23.9,47.3,Winter,20.6,0,3130000,3124.330846,2178.481956,945.8488905
29-02-2020,24.5,48.6,Winter,20,0,3130000,3125.018648,1954.880301,1170.138347
01-03-2020,24.4,51.2,Summer,20.9,0,3130000,2714.641335,1671.303235,1043.3381
02-03-2020,24.1,52.8,Summer,23.1,0,3130000,2601.60895,1574.497547,1027.111403
03-03-2020,23,52.3,Summer,24.3,0,3130000,2697.722563,1810.365444,887.3571189
04-03-2020,21.8,63.2,Summer,24.2,0,3130000,2693.242208,1871.899165,821.3430429
05-03-2020,22.2,65.8,Summer,24.6,0,3130000,2731.918936,1819.597287,912.3216495
06-03-2020,22,68.9,Summer,20.3,0,3130000,2778.616102,1789.034184,989.5819175
07-03-2020,22.1,65.3,Summer,24.2,0,3130000,2746.79043,1862.300988,884.4894415
08-03-2020,23.2,60.6,Summer,20.4,0,3130000,2673.518244,1650.710854,1022.80739
09-03-2020,24,56.5,Summer,23,0,3130000,2738.326046,1783.986711,954.3393348
10-03-2020,22.8,61.6,Summer,22.1,0,3130000,2714.377518,1863.05494,851.3225782
11-03-2020,23.1,63.5,Summer,24.5,0,3130000,2717.910488,1834.20216,883.7083279
12-03-2020,22.4,64.5,Summer,21.7,0,3130000,2640.732722,1693.18885,947.5438717
13-03-2020,22,60.8,Summer,25.4,0,3130000,2688.814171,1860.424976,828.3891951
14-03-2020,23,48.4,Summer,25.8,0,3130000,2768.261891,1914.661712,853.6001788
15-03-2020,24.6,43.2,Summer,24.9,0,3130000,2689.429692,1772.091289,917.3384027
16-03-2020,25.9,46.1,Summer,21.2,0.1,3130000,2599.798141,1628.632366,971.1657749
17-03-2020,27.2,47.5,Summer,22.2,0,3130000,2693.714727,1627.350438,1066.364289
18-03-2020,27.3,44.9,Summer,22.3,0,3130000,2666.274955,1830.949424,835.3255313
19-03-2020,26.5,36.6,Summer,25.9,0,3130000,2589.492802,1703.068645,886.4241566
20-03-2020,24.7,40.1,Summer,26.1,0,3130000,2801.507954,1730.664051,1070.843903
21-03-2020,24.5,50.7,Summer,25.9,0,3130000,3125.70645,2150.975414,974.7310354
22-03-2020,26.1,58,Summer,24.5,0,3130000,3126.394251,2085.787326,1040.606925
23-03-2020,27.1,53.8,Summer,24.1,0,3130000,3127.082053,1977.833371,1149.248682
24-03-2020,27.9,54,Summer,20.4,0,3130000,3127.769855,2071.417591,1056.352264
25-03-2020,26.2,67.1,Summer,19.5,2.7,3130000,3128.457656,2119.435731,1009.021925
26-03-2020,26.4,67,Summer,21.3,0.9,3130000,3129.145458,1953.213585,1175.931873
27-03-2020,26.8,69.5,Summer,20.5,0.4,3130000,3129.83326,2005.679905,1124.153355
28-03-2020,25.7,69.3,Summer,20.6,3,3130000,3130.521061,2005.623957,1124.897104
29-03-2020,26,68.8,Summer,22.9,4,3130000,3131.208863,1999.057037,1132.151826
30-03-2020,27.2,60.3,Summer,24,0.6,3130000,3131.896665,2028.851215,1103.045449
31-03-2020,26.9,57.3,Summer,22.6,0.1,3130000,3132.584466,2110.735261,1021.849205
01-04-2020,27.6,54.2,Summer,23.9,0,3130000,2749.726908,1794.288587,955.4383208
02-04-2020,28.2,50.9,Summer,23.5,0,3130000,2610.148321,1687.367729,922.7805915
03-04-2020,28.7,49.1,Summer,23.6,0,3130000,2736.54928,1909.635885,826.9133952
04-04-2020,28.7,52.7,Summer,23.7,0,3130000,2804.520053,1888.144153,916.3759003
05-04-2020,28.8,50.2,Summer,26,0,3130000,2782.857418,1945.776578,837.0808405
06-04-2020,27.6,56.8,Summer,26,0.1,3130000,2728.791046,1656.166899,1072.624147
07-04-2020,27.4,53.4,Summer,25.4,0.1,3130000,2732.617924,1710.766757,1021.851167
08-04-2020,25.8,51.9,Summer,27.2,0,3130000,2818.591109,1887.369355,931.2217545
09-04-2020,26.9,49.3,Summer,26.8,0,3130000,2765.54063,1915.716382,849.8242484
10-04-2020,27.8,55.3,Summer,23.3,0,3130000,2693.630515,1803.458768,890.1717466
11-04-2020,29.2,57.1,Summer,23.1,0,3130000,2780.192412,1851.11544,929.0769725
12-04-2020,29.4,57.8,Summer,22.3,0.2,3130000,2676.891821,1739.661171,937.2306502
13-04-2020,29.8,59.1,Summer,23.6,0.7,3130000,2594.605817,1654.953127,939.6526902
14-04-2020,29.7,55.9,Summer,23.3,0,3130000,2693.653882,1810.961577,882.6923049
15-04-2020,29.9,56.9,Summer,21.4,0,3130000,2612.98454,1629.415154,983.5693862
16-04-2020,29,68.2,Summer,23,0.1,3130000,2743.958748,1914.813825,829.1449229
17-04-2020,29.1,64.8,Summer,24.1,0,3130000,2739.991606,1912.463815,827.5277906
18-04-2020,29.7,62.6,Summer,24.1,1.5,3130000,2752.260017,1873.154294,879.1057227
19-04-2020,29.4,56.3,Summer,23.5,0.5,3130000,2786.544547,1739.457966,1047.086581
20-04-2020,29.7,47.4,Summer,26.1,0,3130000,2709.186686,1860.774889,848.4117974
21-04-2020,28.3,43.4,Summer,27.5,0,3130000,3133.272268,2002.329272,1130.942995
22-04-2020,28.1,53.8,Summer,26.4,0,3130000,3133.96007,1896.832972,1237.127097
23-04-2020,29.4,58.9,Summer,26.5,0,3130000,3134.647871,1947.148385,1187.499486
24-04-2020,29.1,54.1,Summer,26,0.1,3130000,3135.335673,2008.466299,1126.869374
25-04-2020,28.4,55.7,Summer,27.4,0,3130000,3136.023475,2090.060641,1045.962834
26-04-2020,28,53.2,Summer,27.8,0,3130000,3136.711276,2187.863881,948.8473952
27-04-2020,27.7,62.5,Summer,25.3,0,3130000,3137.399078,1937.929457,1199.469621
28-04-2020,29.8,58.2,Summer,24,0,3130000,3138.08688,1979.370752,1158.716127
29-04-2020,29.6,64.2,Summer,22,0,3130000,3138.774681,2146.36918,992.4055013
30-04-2020,28.5,68.1,Summer,22.4,1,3130000,3139.462483,2044.058604,1095.403878
01-05-2020,28,71.3,Summer,22.4,20,3130000,2807.801964,1694.534592,1113.267372
02-05-2020,29,67.6,Summer,24.1,0.2,3130000,2617.046417,1670.804987,946.2414305
03-05-2020,29.8,60.7,Summer,25.3,0,3130000,2740.316281,1759.789294,980.5269868
04-05-2020,29.4,55.9,Summer,27.3,0,3130000,2611.646696,1695.368222,916.2784741
05-05-2020,29.6,57.2,Summer,26.2,0,3130000,2767.816768,1874.55152,893.2652477
06-05-2020,30.7,57.8,Summer,25.7,0,3130000,2661.352529,1610.150323,1051.202206
07-05-2020,30,51.2,Summer,27.7,0,3130000,2633.207913,1715.808105,917.3998085
08-05-2020,29.3,52.1,Summer,27.7,0,3130000,2756.154253,1689.41659,1066.737663
09-05-2020,29.8,60,Summer,25.9,0,3130000,2672.157904,1604.725225,1067.432679
10-05-2020,29.9,59.1,Summer,23.3,0.4,3130000,2736.400465,1697.284385,1039.11608
11-05-2020,28.9,63.9,Summer,23.4,2.1,3130000,2670.60948,1832.128883,838.4805968
12-05-2020,30.1,52.2,Summer,25.3,0,3130000,2683.5382,1859.729575,823.8086247
13-05-2020,29.1,59.3,Summer,23.8,0.1,3130000,2801.201265,1895.097504,906.1037612
14-05-2020,28,71.1,Summer,20.9,10,3130000,2771.222334,1733.183404,1038.03893
15-05-2020,27.3,74,Summer,19.4,7.9,3130000,2775.216244,1867.427852,907.7883921
16-05-2020,28.4,70.4,Summer,19.8,1.4,3130000,2601.58828,1653.581165,948.0071148
17-05-2020,27.7,71.6,Summer,22.5,3.1,3130000,2764.685925,1728.713241,1035.972684
18-05-2020,28.4,68.7,Summer,21.7,0.1,3130000,2734.427452,1717.630585,1016.796867
19-05-2020,27.9,71.5,Summer,22.1,0.4,3130000,2726.758329,1842.045495,884.7128336
20-05-2020,28,69.3,Summer,24.1,0.4,3130000,2646.575245,1726.707025,919.8682202
21-05-2020,28.5,67.5,Summer,24.9,0,3130000,3140.150285,2130.255237,1009.895047
22-05-2020,28.7,67.9,Summer,24.5,0,3130000,3140.838086,1972.346109,1168.491977
23-05-2020,29.5,58.3,Summer,26.6,0,3130000,3141.525888,1946.676587,1194.8493
24-05-2020,29.6,64.8,Summer,24.9,0,3130000,3142.21369,2174.696831,967.5168587
25-05-2020,29.8,66.1,Summer,25.1,0,3130000,3142.901491,1928.699042,1214.202449
26-05-2020,29.6,63.5,Summer,24.7,0,3130000,3143.589293,1893.671263,1249.918029
27-05-2020,28.8,62.5,Summer,26.3,0,3130000,3144.277095,2063.556782,1080.720313
28-05-2020,28.4,65.2,Summer,26.1,0,3130000,3144.964896,2132.469395,1012.495501
29-05-2020,28.7,67.8,Summer,25.1,0.3,3130000,3145.652698,1914.933587,1230.719111
30-05-2020,29.4,67.7,Summer,24.8,0,3130000,3146.3405,1991.437166,1154.903333
31-05-2020,28.5,69.2,Summer,22.3,0.3,3130000,3147.028301,2129.125482,1017.902819
01-06-2020,24.9,83.3,Monsoon,8.7,5.7,3130000,2258.026195,1494.934561,763.0916339
02-06-2020,24.7,84.5,Monsoon,9.8,39,3130000,2260.960338,1375.043247,885.9170907
03-06-2020,23.1,93.5,Monsoon,3.7,46,3130000,2245.156025,1426.848476,818.3075485
04-06-2020,23.6,86.4,Monsoon,17.4,7,3130000,2251.654269,1365.390763,886.2635057
05-06-2020,25.1,77.8,Monsoon,19.7,1.4,3130000,2244.912962,1380.848694,864.0642684
06-06-2020,25.6,79.4,Monsoon,17.8,7,3130000,2247.929526,1435.622045,812.3074809
07-06-2020,26.1,78.6,Monsoon,16.8,0.2,3130000,2246.844865,1534.346403,712.498462
08-06-2020,25.4,78.9,Monsoon,13,2.2,3130000,2257.59492,1415.781981,841.8129388
09-06-2020,26,79.3,Monsoon,17.3,0.5,3130000,2249.448852,1388.086041,861.3628113
10-06-2020,26.1,80.6,Monsoon,16.8,1,3130000,2256.777397,1532.169749,724.607648
11-06-2020,26,81.6,Monsoon,12.7,3.5,3130000,2254.450604,1569.72496,684.7256436
12-06-2020,25.4,82.6,Monsoon,13.9,2.5,3130000,2262.915194,1482.296446,780.6187475
13-06-2020,25.3,85.8,Monsoon,14,0.4,3130000,2243.994279,1377.222798,866.7714805
14-06-2020,25.9,84.6,Monsoon,11.9,2,3130000,2257.720666,1467.143523,790.5771432
15-06-2020,25.3,88.8,Monsoon,11.2,5,3130000,2257.123704,1406.77696,850.3467438
16-06-2020,25.3,89.1,Monsoon,10.2,0.2,3130000,2246.524606,1516.137076,730.3875295
17-06-2020,24.5,89.5,Monsoon,6.6,22,3130000,2256.383167,1385.318,871.0651674
18-06-2020,24.3,90.8,Monsoon,5.6,11,3130000,2253.017225,1391.168305,861.84892
19-06-2020,25.6,85.3,Monsoon,14.6,1.2,3130000,2250.270619,1465.462682,784.8079373
20-06-2020,26.1,80.1,Monsoon,17.3,1.3,3130000,2247.315823,1524.568348,722.7474748
21-06-2020,25.2,84.2,Monsoon,15.2,0.3,3130000,3147.716103,1978.913782,1168.802321
22-06-2020,25.9,78.7,Monsoon,17.3,0.6,3130000,3148.403905,2002.191965,1146.211939
23-06-2020,26,78.1,Monsoon,14.8,1.3,3130000,3149.091706,2178.203858,970.8878484
24-06-2020,26.1,79.8,Monsoon,16.5,2.1,3130000,3149.779508,2056.401726,1093.377782
