Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh)
2022-09-23,22.7,83.9,Autumn,9.4,0.0,3130000,3797.662908201192,3007.571957168564,1042.4453094954822,902.2715871505692,751.892989292141,601.5143914337128,150.3785978584282,469.100389272967,260.61132737387055,208.48906189909644,104.24453094954822
2022-09-24,23.2,85.5,Autumn,12.7,0.0,3130000,3906.8820095881792,3176.176119247477,1373.1599393268448,952.852835774243,794.0440298118692,635.2352238494955,158.80880596237387,617.9219726970802,343.2899848317112,274.63198786536896,137.31599393268448
2022-09-25,23.9,84.4,Autumn,16.0,0.0,3130000,4038.897812268813,2875.198652080743,1322.1164751899985,862.5595956242229,718.7996630201858,575.0397304161487,143.75993260403717,594.9524138354993,330.5291187974996,264.4232950379997,132.21164751899985
2022-09-26,23.3,86.2,Autumn,13.2,0.0,3130000,4523.214946663638,2951.7031141728967,1046.2357945213885,885.510934251869,737.9257785432242,590.3406228345793,147.58515570864483,470.8061075346248,261.5589486303471,209.2471589042777,104.62357945213886
2022-09-27,23.6,85.1,Autumn,16.8,0.0,3130000,3661.581438630375,2864.774353639419,1047.7761040549765,859.4323060918257,716.1935884098548,572.9548707278839,143.23871768197097,471.49924682473943,261.9440260137441,209.5552208109953,104.77761040549765
2022-09-28,23.9,84.8,Autumn,11.5,0.0,3130000,4124.493467570636,2558.5427121224457,1445.9075192121545,767.5628136367337,639.6356780306114,511.70854242448917,127.92713560612229,650.6583836454696,361.4768798030386,289.1815038424309,144.59075192121546
2022-09-29,24.2,90.2,Autumn,13.0,0.0,3130000,4239.544482657948,3101.6367367938883,1175.5562816592617,930.4910210381664,775.4091841984721,620.3273473587777,155.08183683969443,529.0003267466677,293.8890704148154,235.11125633185236,117.55562816592618
2022-09-30,24.2,87.6,Autumn,16.7,0.0,3130000,3436.095703471494,2646.649100807105,1173.954290030328,793.9947302421314,661.6622752017762,529.329820161421,132.33245504035526,528.2794305136475,293.488572507582,234.7908580060656,117.3954290030328
2022-10-01,24.6,85.6,Autumn,12.8,0.0,3130000,4261.810426859576,2382.465631655896,1369.1598738386276,714.7396894967687,595.616407913974,476.49312633117916,119.12328158279479,616.1219432273824,342.2899684596569,273.8319747677255,136.91598738386276
2022-10-02,24.5,83.7,Autumn,16.3,0.0,3130000,3618.6843779922247,3022.3375028963774,1428.5170084601596,906.7012508689132,755.5843757240943,604.4675005792755,151.11687514481886,642.8326538070718,357.1292521150399,285.70340169203195,142.85170084601597
2022-10-03,24.6,79.8,Autumn,18.7,0.0,3130000,3463.469470425674,2539.8640743150377,1445.6256249707442,761.9592222945113,634.9660185787594,507.97281486300756,126.99320371575189,650.5315312368349,361.40640624268605,289.12512499414885,144.56256249707442
2022-10-04,24.1,83.3,Autumn,17.5,0.0,3130000,4764.132335445265,3326.2117764425893,1342.9262632871532,997.8635329327767,831.5529441106473,665.242355288518,166.3105888221295,604.316818479219,335.7315658217883,268.58525265743066,134.29262632871533
2022-10-05,24.3,86.7,Autumn,17.1,0.0,3130000,4788.776721842886,3340.087622173111,1176.4343012317784,1002.0262866519332,835.0219055432777,668.0175244346223,167.00438110865556,529.3954355543003,294.1085753079446,235.28686024635567,117.64343012317784
2022-10-06,24.0,86.5,Autumn,12.7,0.0,3130000,4557.387876523738,3299.8464250563197,1047.1858406251013,989.9539275168959,824.9616062640799,659.969285011264,164.992321252816,471.2336282812956,261.7964601562753,209.43716812502026,104.71858406251013
2022-10-07,23.0,90.9,Autumn,5.2,0.0,3130000,3816.0126471749822,2738.728663594513,1353.419786034155,821.6185990783539,684.6821658986282,547.7457327189026,136.93643317972564,609.0389037153698,338.3549465085388,270.68395720683105,135.34197860341553
2022-10-08,23.2,86.8,Autumn,10.4,0.0,3130000,3511.4743027868917,2373.3393480922605,1256.8483209679036,712.0018044276782,593.3348370230651,474.66786961845213,118.66696740461303,565.5817444355566,314.2120802419759,251.36966419358075,125.68483209679037
2022-10-09,24.2,80.3,Autumn,18.9,0.0,3130000,4374.665858073981,3313.7059738367493,1197.6089609679386,994.1117921510247,828.4264934591873,662.74119476735,165.6852986918375,538.9240324355724,299.40224024198466,239.52179219358774,119.76089609679387
2022-10-10,23.7,90.2,Autumn,13.1,0.0,3130000,4015.47340217168,2798.502427893517,1410.4628623220583,839.550728368055,699.6256069733793,559.7004855787035,139.92512139467587,634.7082880449262,352.6157155805146,282.09257246441166,141.04628623220583
2022-10-11,24.0,90.7,Autumn,13.8,0.0,3130000,3547.331839991265,3353.1973079676027,1059.413529346642,1005.9591923902808,838.2993269919007,670.6394615935205,167.65986539838013,476.7360882059889,264.8533823366605,211.88270586932842,105.94135293466421
2022-10-12,23.3,90.7,Autumn,8.3,0.0,3130000,4096.448132219273,3350.0710257289097,1227.8078573170703,1005.0213077186729,837.5177564322274,670.014205145782,167.5035512864455,552.5135357926816,306.9519643292676,245.56157146341408,122.78078573170704
2022-10-13,23.6,90.0,Autumn,11.7,0.0,3130000,3418.345248655889,3236.127791005977,1015.3340370517772,970.8383373017931,809.0319477514943,647.2255582011954,161.80638955029886,456.90031667329976,253.8335092629443,203.06680741035544,101.53340370517772
2022-10-14,23.5,89.9,Autumn,12.1,0.0,3130000,4705.907708065021,2660.7377065096307,1217.2279221182694,798.2213119528892,665.1844266274077,532.1475413019261,133.03688532548153,547.7525649532213,304.30698052956734,243.44558442365388,121.72279221182694
2022-10-15,23.9,81.9,Autumn,18.5,0.0,3130000,3748.562979908325,2754.1178073075707,1035.1785958987916,826.2353421922712,688.5294518268927,550.8235614615141,137.70589036537854,465.83036815445627,258.7946489746979,207.03571917975833,103.51785958987917
2022-10-16,24.0,76.3,Autumn,18.0,0.0,3130000,4342.716014689613,3234.1985797688494,1062.777831725121,970.2595739306548,808.5496449422124,646.8397159537699,161.70992898844247,478.25002427630443,265.6944579312802,212.5555663450242,106.2777831725121
2022-10-17,24.4,86.6,Autumn,11.1,0.0,3130000,3826.4571470804312,2683.8879381679285,1062.2075798520143,805.1663814503785,670.9719845419821,536.7775876335858,134.19439690839644,477.99341093340644,265.5518949630036,212.44151597040286,106.22075798520143
2022-10-18,23.3,92.1,Autumn,8.0,0.0,3130000,4133.078252665868,2532.016612035684,1296.9377725043585,759.6049836107052,633.004153008921,506.4033224071368,126.6008306017842,583.6219976269613,324.2344431260896,259.3875545008717,129.69377725043586
2022-10-19,24.7,85.3,Autumn,13.9,0.0,3130000,4172.285386608645,2930.994796712232,1339.6887234148326,879.2984390136696,732.748699178058,586.1989593424464,146.5497398356116,602.8599255366747,334.92218085370814,267.9377446829665,133.96887234148326
2022-10-20,24.3,88.0,Autumn,14.7,0.0,3130000,3639.773102391508,3321.778291745704,1267.86976394969,996.5334875237111,830.444572936426,664.3556583491409,166.08891458728522,570.5413937773606,316.9674409874225,253.573952789938,126.786976394969
2022-10-21,24.4,87.1,Autumn,12.9,0.0,3130000,4794.593417577527,3074.4183094283544,1435.10570822288,922.3254928285063,768.6045773570886,614.8836618856709,153.72091547141773,645.797568700296,358.77642705572,287.021141644576,143.510570822288
2022-10-22,23.9,81.6,Autumn,15.1,0.0,3130000,4508.435318916738,2944.6542275281345,1175.8210768095032,883.3962682584403,736.1635568820336,588.930845505627,147.23271137640674,529.1194845642765,293.9552692023758,235.16421536190066,117.58210768095033
2022-10-23,22.5,68.3,Autumn,22.1,0.0,3130000,4750.318884942487,2457.5214585964764,1136.458996857889,737.2564375789428,614.3803646491191,491.5042917192953,122.87607292982382,511.40654858605,284.1147492144722,227.29179937157778,113.64589968578889
2022-10-24,22.4,63.9,Autumn,22.3,0.0,3130000,4684.579522826502,2990.954516172172,1393.7945070497449,897.2863548516516,747.738629043043,598.1909032344345,149.54772580860862,627.2075281723852,348.4486267624362,278.758901409949,139.3794507049745
2022-10-25,22.4,64.7,Autumn,21.9,0.0,3130000,4247.616891583175,3377.301355659741,1109.0356452307362,1013.1904066979223,844.3253389149353,675.4602711319483,168.86506778298707,499.06604035383134,277.25891130768406,221.80712904614725,110.90356452307363
2022-10-26,22.1,68.7,Autumn,22.2,0.0,3130000,4724.382110898551,2501.7217906992782,1435.569262808115,750.5165372097835,625.4304476748196,500.3443581398557,125.08608953496392,646.0061682636517,358.8923157020287,287.113852561623,143.5569262808115
2022-10-27,21.5,67.7,Autumn,21.8,0.0,3130000,3497.965452553322,2891.364030715446,1015.68759093416,867.4092092146337,722.8410076788615,578.2728061430893,144.56820153577232,457.059415920372,253.92189773354,203.137518186832,101.568759093416
2022-10-28,21.4,65.1,Autumn,21.8,0.0,3130000,3656.14982755264,3261.2254872139274,1438.507909504117,978.3676461641782,815.3063718034819,652.2450974427855,163.0612743606964,647.3285592768526,359.62697737602923,287.7015819008234,143.8507909504117
2022-10-29,21.4,63.9,Autumn,21.7,0.0,3130000,3434.2957367146128,3120.5051185014,1029.3760064290511,936.1515355504199,780.12627962535,624.10102370028,156.02525592507,463.21920289307303,257.3440016072628,205.87520128581025,102.93760064290512
2022-10-30,21.2,62.6,Autumn,22.0,0.0,3130000,3846.49944000028,3075.433960412219,1403.7473239688347,922.6301881236657,768.8584901030548,615.0867920824439,153.77169802061098,631.6862957859756,350.9368309922087,280.74946479376695,140.37473239688347
2022-10-31,21.1,67.7,Autumn,21.2,0.0,3130000,3939.7217445084943,3081.0670654724668,1243.2933646976885,924.32011964174,770.2667663681167,616.2134130944934,154.05335327362334,559.4820141139598,310.8233411744221,248.65867293953772,124.32933646976886
2022-11-01,20.9,67.0,Autumn,21.1,0.0,3130000,3767.059776637796,2727.739699562258,1448.7000038374908,818.3219098686774,681.9349248905645,545.5479399124516,136.3869849781129,651.9150017268709,362.1750009593727,289.7400007674982,144.8700003837491
2022-11-02,22.0,71.5,Autumn,18.2,0.0,3130000,4587.320752828077,2659.8548357140457,1042.9016093471596,797.9564507142137,664.9637089285114,531.9709671428092,132.9927417857023,469.30572420622184,260.7254023367899,208.58032186943194,104.29016093471597
2022-11-03,21.9,63.6,Autumn,21.1,0.0,3130000,3892.741977050701,3191.164360602068,1254.839582453366,957.3493081806204,797.791090150517,638.2328721204136,159.5582180301034,564.6778121040147,313.7098956133415,250.9679164906732,125.4839582453366
2022-11-04,21.8,65.6,Autumn,20.4,0.0,3130000,3781.1659051095417,3191.9392648928406,1438.2534860041485,957.5817794678521,797.9848162232101,638.3878529785682,159.59696324464204,647.2140687018668,359.5633715010371,287.6506972008297,143.82534860041486
2022-11-05,21.7,63.4,Autumn,20.9,0.0,3130000,4166.378037219504,3250.6143704835545,1241.2610952516748,975.1843111450663,812.6535926208886,650.1228740967109,162.53071852417773,558.5674928632536,310.3152738129187,248.25221905033496,124.12610952516748
2022-11-06,21.6,63.3,Autumn,20.5,0.0,3130000,3575.124737277576,3298.1736608980327,1288.1912327947707,989.4520982694098,824.5434152245082,659.6347321796065,164.90868304490164,579.6860547576468,322.0478081986927,257.63824655895417,128.81912327947708
2022-11-07,21.5,63.6,Autumn,19.8,0.0,3130000,4548.263325888313,2884.166250122208,1317.4837422502835,865.2498750366624,721.041562530552,576.8332500244417,144.20831250611042,592.8676840126276,329.3709355625709,263.4967484500567,131.74837422502836
2022-11-08,21.9,66.9,Autumn,17.3,0.0,3130000,3477.448411347088,2874.044083823169,1210.9943496625397,862.2132251469507,718.5110209557922,574.8088167646338,143.70220419115844,544.9474573481428,302.7485874156349,242.19886993250793,121.09943496625397
2022-11-09,22.5,65.7,Autumn,18.1,0.0,3130000,4820.055746477635,3179.7649644087687,1287.3786552092529,953.9294893226306,794.9412411021922,635.9529928817537,158.98824822043844,579.3203948441638,321.8446638023132,257.47573104185057,128.73786552092528
2022-11-10,21.1,63.7,Autumn,20.4,0.0,3130000,4504.18521662301,3026.964471459998,1268.2872080810046,908.0893414379995,756.7411178649995,605.3928942919996,151.3482235729999,570.7292436364521,317.07180202025114,253.6574416162009,126.82872080810046
2022-11-11,21.4,61.8,Autumn,20.1,0.0,3130000,3660.171483840887,3080.5342752197416,1408.1687442277068,924.1602825659224,770.1335688049354,616.1068550439484,154.0267137609871,633.675934902468,352.0421860569267,281.6337488455414,140.8168744227707
2022-11-12,21.5,66.2,Autumn,20.0,0.0,3130000,3375.865029422353,3177.1870538567805,1030.3854464536216,953.1561161570341,794.2967634641951,635.4374107713561,158.85935269283902,463.67345090412977,257.5963616134054,206.07708929072433,103.03854464536217
2022-11-13,21.4,66.8,Autumn,20.1,0.0,3130000,4567.783479715066,3274.23836946066,1134.3624332621791,982.271510838198,818.559592365165,654.8476738921321,163.71191847303302,510.4630949679806,283.5906083155448,226.87248665243584,113.43624332621792
2022-11-14,22.3,70.6,Autumn,18.9,0.0,3130000,4407.9601319537,2705.5960273691776,1429.9133822837937,811.6788082107532,676.3990068422944,541.1192054738356,135.2798013684589,643.4610220277071,357.4783455709484,285.9826764567587,142.99133822837936
2022-11-15,22.8,71.3,Autumn,17.6,0.0,3130000,4440.556134836218,2744.316349590211,1403.3591136154007,823.2949048770632,686.0790873975527,548.8632699180422,137.21581747951055,631.5116011269304,350.8397784038502,280.67182272308014,140.33591136154007
2022-11-16,21.5,70.6,Autumn,19.6,0.0,3130000,4502.751242161169,2454.2306522343665,1211.486908468397,736.26919567031,613.5576630585916,490.8461304468733,122.71153261171833,545.1691088107787,302.8717271170992,242.2973816936794,121.1486908468397
2022-11-17,20.8,64.4,Autumn,19.8,0.0,3130000,3476.7037862531843,2953.120837372149,1284.10042094736,885.9362512116446,738.2802093430372,590.6241674744298,147.65604186860745,577.845189426312,321.02510523684,256.82008418947197,128.41004209473599
2022-11-18,19.9,60.7,Autumn,19.8,0.0,3130000,3895.261972477013,2394.442241562975,1132.781033381062,718.3326724688925,598.6105603907438,478.8884483125951,119.72211207814877,509.7514650214779,283.1952583452655,226.55620667621238,113.27810333810619
2022-11-19,19.4,63.4,Autumn,19.6,0.0,3130000,3538.2531920188703,2837.043583723277,1093.3741295159496,851.1130751169832,709.2608959308193,567.4087167446554,141.85217918616385,492.0183582821773,273.3435323789874,218.6748259031899,109.33741295159496
2022-11-20,18.7,61.2,Autumn,19.9,0.0,3130000,4637.894134847075,2916.4116274527505,1215.0371720891692,874.9234882358252,729.1029068631876,583.2823254905501,145.82058137263752,546.7667274401261,303.7592930222923,243.00743441783385,121.50371720891692
2022-11-21,18.5,61.0,Autumn,19.9,0.0,3130000,4284.993174967103,2652.5918080840165,1166.3210612610128,795.777542425205,663.1479520210041,530.5183616168033,132.62959040420083,524.8444775674558,291.5802653152532,233.26421225220258,116.63210612610129
2022-11-22,20.6,63.0,Autumn,18.0,0.0,3130000,3854.692939461142,2966.0521844901223,1267.9966230461396,889.8156553470367,741.5130461225306,593.2104368980245,148.3026092245061,570.5984803707628,316.9991557615349,253.59932460922792,126.79966230461396
2022-11-23,22.0,66.9,Autumn,18.1,0.0,3130000,3461.2719927886365,2388.8362486366914,1044.6402066284722,716.6508745910074,597.2090621591728,477.7672497273383,119.44181243183458,470.0880929828125,261.16005165711806,208.92804132569447,104.46402066284723
2022-11-24,22.4,70.7,Autumn,17.5,0.0,3130000,3825.384701563032,2395.890516962829,1440.5016444483283,718.7671550888488,598.9726292407073,479.17810339256584,119.79452584814146,648.2257400017478,360.1254111120821,288.10032888966566,144.05016444483283
2022-11-25,23.3,75.5,Autumn,14.2,0.0,3130000,3846.28309980916,3204.8026712259334,1445.718195700402,961.44080136778,801.2006678064834,640.9605342451868,160.2401335612967,650.573188065181,361.4295489251005,289.14363914008044,144.57181957004022
2022-11-26,24.1,76.0,Autumn,14.0,0.0,3130000,4441.437647086596,2728.460265507601,1318.5490550534091,818.5380796522803,682.1150663769002,545.6920531015202,136.42301327538004,593.3470747740341,329.6372637633523,263.70981101068185,131.85490550534092
2022-11-27,23.7,77.7,Autumn,13.7,0.0,3130000,4305.977433409452,2488.3058878524507,1246.9997394398044,746.4917663557352,622.0764719631127,497.66117757049017,124.41529439262254,561.149882747912,311.7499348599511,249.3999478879609,124.69997394398045
2022-11-28,23.4,74.1,Autumn,17.0,0.0,3130000,4673.373755353854,2895.395556046112,1146.9731807795836,868.6186668138336,723.848889011528,579.0791112092223,144.76977780230558,516.1379313508127,286.7432951948959,229.39463615591671,114.69731807795836
2022-11-29,22.5,72.4,Autumn,18.6,0.0,3130000,4062.656941776306,3150.610605925944,1369.5993505219858,945.1831817777831,787.652651481486,630.1221211851889,157.53053029629723,616.3197077348937,342.39983763049645,273.91987010439715,136.95993505219857
2022-11-30,21.5,71.8,Autumn,18.8,0.0,3130000,3543.735230431528,2579.7407715218324,1312.6196811065113,773.9222314565496,644.9351928804581,515.9481543043665,128.98703857609163,590.67885649793,328.1549202766278,262.5239362213023,131.26196811065114
2022-12-01,20.3,69.2,Winter,18.7,0.0,3130000,3461.72317184544,2423.206220291808,1038.5169515536322,726.9618660875425,605.801555072952,484.6412440583617,121.16031101459042,467.3326281991345,259.62923788840806,207.70339031072646,103.85169515536323
2022-12-02,20.8,69.9,Winter,18.6,0.0,3130000,3537.1949113665933,2476.036437956615,1061.158473409978,742.8109313869844,619.0091094891537,495.207287591323,123.80182189783075,477.52131303449005,265.2896183524945,212.23169468199558,106.11584734099779
2022-12-03,22.8,71.0,Winter,15.0,0.0,3130000,3648.352520014684,2553.8467640102785,1094.5057560044054,766.1540292030835,638.4616910025696,510.7693528020557,127.69233820051393,492.52759020198243,273.62643900110135,218.9011512008811,109.45057560044054
2022-12-04,23.7,77.1,Winter,14.1,0.0,3130000,3590.2255527269404,2513.157886908858,1077.0676658180823,753.9473660726574,628.2894717272145,502.63157738177165,125.65789434544291,484.68044961813706,269.2669164545206,215.41353316361648,107.70676658180824
2022-12-05,24.1,76.9,Winter,14.2,0.0,3130000,3646.778417894959,2552.744892526471,1094.033525368488,765.8234677579413,638.1862231316178,510.54897850529426,127.63724462632356,492.3150864158196,273.508381342122,218.8067050736976,109.4033525368488
2022-12-06,23.0,71.3,Winter,16.1,0.0,3130000,3482.075451500534,2437.4528160503737,1044.6226354501605,731.235844815112,609.3632040125934,487.49056321007475,121.87264080251869,470.0801859525722,261.1556588625401,208.92452709003211,104.46226354501606
2022-12-07,21.6,72.0,Winter,18.5,0.0,3130000,3489.20023498462,2442.4401644892337,1046.760070495386,732.73204934677,610.6100411223084,488.4880328978468,122.1220082244617,471.04203172292364,261.6900176238465,209.3520140990772,104.6760070495386
2022-12-08,20.8,72.4,Winter,17.8,0.0,3130000,3650.3651939335696,2555.2556357534986,1095.109558180071,766.5766907260496,638.8139089383747,511.05112715069976,127.76278178767494,492.7993011810319,273.77738954501774,219.0219116360142,109.5109558180071
2022-12-09,18.9,59.3,Winter,19.0,0.0,3130000,3461.54022638338,2423.078158468366,1038.462067915014,726.9234475405098,605.7695396170915,484.6156316936732,121.1539079234183,467.3079305617563,259.6155169787535,207.6924135830028,103.8462067915014
2022-12-10,18.9,60.6,Winter,18.6,0.0,3130000,3592.172109243272,2514.52047647029,1077.6516327729817,754.3561429410869,628.6301191175725,502.904095294058,125.7260238235145,484.94323474784176,269.4129081932454,215.53032655459634,107.76516327729817
2022-12-11,22.2,65.2,Winter,14.8,0.0,3130000,3654.365142947153,2558.055600063007,1096.309542884146,767.4166800189022,639.5139000157518,511.6111200126015,127.90278000315037,493.33929429786565,274.0773857210365,219.2619085768292,109.6309542884146
2022-12-12,23.4,79.1,Winter,12.6,0.0,3130000,3510.323324271281,2457.2263269898963,1053.0969972813843,737.1678980969689,614.3065817474741,491.44526539797926,122.86131634949481,473.89364877662297,263.2742493203461,210.61939945627688,105.30969972813844
2022-12-13,23.6,78.0,Winter,10.2,0.0,3130000,3638.875590457109,2547.212913319976,1091.662677137133,764.1638739959927,636.803228329994,509.4425826639952,127.3606456659988,491.24820471170983,272.91566928428324,218.3325354274266,109.1662677137133
2022-12-14,24.2,74.5,Winter,12.3,0.0,3130000,3568.59819240826,2498.018734685781,1070.579457722478,749.4056204057343,624.5046836714453,499.60374693715625,124.90093673428906,481.76075597511516,267.6448644306195,214.11589154449564,107.05794577224782
2022-12-15,23.5,73.9,Winter,12.9,0.0,3130000,3558.942281760926,2491.259597232648,1067.682684528278,747.3778791697944,622.814899308162,498.25191944652966,124.56297986163241,480.45720803772514,266.9206711320695,213.53653690565562,106.76826845282781
2022-12-16,24.1,70.3,Winter,17.0,0.0,3130000,3615.721680723645,2531.0051765065514,1084.7165042170936,759.3015529519654,632.7512941266378,506.2010353013103,126.55025882532757,488.12242689769215,271.1791260542734,216.94330084341874,108.47165042170937
2022-12-17,23.9,72.7,Winter,14.9,0.0,3130000,3478.835159572144,2435.1846117005,1043.650547871643,730.55538351015,608.796152925125,487.0369223401001,121.75923058502502,469.6427465422394,260.91263696791077,208.73010957432862,104.36505478716431
2022-12-18,23.7,70.9,Winter,16.8,0.0,3130000,3649.7503958669713,2554.82527710688,1094.9251187600917,766.447583132064,638.70631927672,510.96505542137606,127.74126385534402,492.71630344204124,273.7312796900229,218.98502375201835,109.49251187600917
2022-12-19,22.6,61.2,Winter,17.9,0.0,3130000,3528.692010117049,2470.084407081934,1058.6076030351148,741.0253221245802,617.5211017704835,494.0168814163868,123.5042203540967,476.3734213658017,264.6519007587787,211.72152060702297,105.86076030351148
2022-12-20,20.8,58.5,Winter,18.3,0.0,3130000,3540.368202084061,2478.2577414588427,1062.1104606252186,743.4773224376528,619.5644353647107,495.65154829176856,123.91288707294214,477.94970728134837,265.52761515630465,212.42209212504372,106.21104606252186
2022-12-21,21.2,62.5,Winter,18.3,0.0,3130000,3549.236999913025,2484.465899939117,1064.7710999739077,745.3397699817351,621.1164749847793,496.8931799878235,124.22329499695587,479.1469949882585,266.1927749934769,212.95421999478154,106.47710999739077
2022-12-22,21.8,62.5,Winter,18.4,0.0,3130000,3560.1377044136,2492.09639308952,1068.04131132408,747.6289179268559,623.02409827238,498.419278617904,124.604819654476,480.618590095836,267.01032783102,213.608262264816,106.804131132408
2022-12-23,22.1,63.4,Winter,18.4,0.0,3130000,3412.5829832233685,2388.8080882563577,1023.7748949670108,716.6424264769073,597.2020220640894,477.76161765127154,119.44040441281788,460.6987027351549,255.9437237417527,204.75497899340218,102.37748949670109
2022-12-24,21.5,58.8,Winter,18.6,0.0,3130000,3485.973858613256,2440.18170102928,1045.792157583977,732.054510308784,610.04542525732,488.036340205856,122.009085051464,470.6064709127897,261.4480393959943,209.15843151679542,104.57921575839771
2022-12-25,20.8,58.0,Winter,18.7,0.0,3130000,3398.103557696405,2378.672490387484,1019.4310673089216,713.6017471162451,594.668122596871,475.73449807749677,118.93362451937419,458.7439802890147,254.8577668272304,203.88621346178434,101.94310673089217
2022-12-26,21.1,64.2,Winter,18.3,0.0,3130000,3482.7575889908635,2437.9303122936044,1044.827276697259,731.3790936880813,609.4825780734011,487.5860624587209,121.89651561468023,470.1722745137666,261.2068191743148,208.96545533945184,104.48272766972592
2022-12-27,22.6,68.6,Winter,16.7,0.0,3130000,3481.865300756982,2437.305710529887,1044.5595902270948,731.1917131589661,609.3264276324718,487.46114210597744,121.86528552649436,470.0518156021927,261.1398975567737,208.91191804541896,104.45595902270948
2022-12-28,23.0,67.5,Winter,18.0,0.0,3130000,3508.0301953794337,2455.621136765604,1052.4090586138302,736.6863410296812,613.905284191401,491.1242273531209,122.78105683828022,473.5840763762236,263.10226465345755,210.48181172276605,105.24090586138303
2022-12-29,22.5,64.5,Winter,18.0,0.0,3130000,3473.7168384678857,2431.60178692752,1042.1150515403658,729.480536078256,607.90044673188,486.32035738550405,121.58008934637601,468.9517731931646,260.52876288509145,208.42301030807317,104.21150515403659
2022-12-30,22.4,63.2,Winter,18.3,0.0,3130000,3622.568030592339,2535.797621414637,1086.7704091777018,760.739286424391,633.9494053536592,507.1595242829274,126.78988107073185,489.04668412996585,271.69260229442546,217.35408183554037,108.67704091777019
2022-12-31,21.8,64.0,Winter,18.4,0.0,3130000,3537.925999326369,2476.5481995284586,1061.377799797911,742.9644598585376,619.1370498821146,495.3096399056917,123.82740997642293,477.62000990905995,265.34444994947773,212.2755599595822,106.1377799797911
2023-01-01,21.0,60.4,Winter,18.7,0.0,3130000,3368.071757440584,2357.6502302084086,1010.4215272321752,707.2950690625225,589.4125575521022,471.53004604168177,117.88251151042044,454.6896872544788,252.6053818080438,202.08430544643505,101.04215272321753
2023-01-02,20.1,65.5,Winter,18.6,0.0,3130000,3414.879828727218,2390.4158801090525,1024.4639486181654,717.1247640327157,597.6039700272631,478.0831760218105,119.52079400545263,461.00877687817444,256.11598715454136,204.8927897236331,102.44639486181654
2023-01-03,21.2,66.4,Winter,18.0,0.0,3130000,3426.127543070317,2398.2892801492217,1027.8382629210953,719.4867840447665,599.5723200373054,479.65785602984437,119.91446400746109,462.52721831449287,256.9595657302738,205.56765258421908,102.78382629210954
2023-01-04,21.0,70.3,Winter,15.7,0.0,3130000,3432.7202674805244,2402.904187236367,1029.8160802441575,720.87125617091,600.7260468090917,480.5808374472734,120.14520936181835,463.4172361098709,257.4540200610394,205.96321604883153,102.98160802441576
2023-01-05,21.1,69.3,Winter,14.6,0.0,3130000,3644.3728460670345,2551.060992246924,1093.3118538201106,765.3182976740771,637.765248061731,510.2121984493848,127.5530496123462,491.99033421904977,273.32796345502766,218.66237076402214,109.33118538201107
2023-01-06,21.7,70.7,Winter,15.8,0.0,3130000,3482.464530406424,2437.7251712844964,1044.7393591219272,731.3175513853489,609.4312928211241,487.54503425689927,121.88625856422482,470.13271160486727,261.1848397804818,208.94787182438546,104.47393591219273
2023-01-07,21.3,74.9,Winter,14.7,0.0,3130000,3442.3967844753124,2409.6777491327184,1032.7190353425938,722.9033247398155,602.4194372831796,481.9355498265437,120.48388745663593,464.72356590416723,258.17975883564844,206.54380706851876,103.27190353425938
2023-01-08,20.2,66.6,Winter,18.1,0.0,3130000,3384.0758547278124,2368.8530983094684,1015.222756418344,710.6559294928405,592.2132745773671,473.7706196618937,118.44265491547343,456.8502403882548,253.805689104586,203.04455128366882,101.52227564183441
2023-01-09,18.7,57.9,Winter,19.6,0.0,3130000,3440.763776407769,2408.5346434854387,1032.229132922331,722.5603930456316,602.1336608713597,481.70692869708773,120.42673217427193,464.50310981504896,258.05728323058275,206.4458265844662,103.2229132922331
2023-01-10,18.5,56.0,Winter,19.8,0.0,3130000,3558.181132611555,2490.726792828088,1067.4543397834666,747.2180378484264,622.681698207022,498.14535856561764,124.53633964140441,480.35445290255996,266.86358494586665,213.49086795669334,106.74543397834667
2023-01-11,19.5,54.5,Winter,19.8,0.0,3130000,3437.5400216671483,2406.278015167004,1031.2620065001447,721.8834045501012,601.569503791751,481.2556030334008,120.3139007583502,464.06790292506514,257.8155016250362,206.25240130002896,103.12620065001448
2023-01-12,20.1,52.9,Winter,19.9,0.0,3130000,3556.448072850684,2489.5136509954787,1066.9344218552053,746.8540952986435,622.3784127488697,497.90273019909574,124.47568254977394,480.1204898348424,266.7336054638013,213.38688437104108,106.69344218552054
2023-01-13,19.4,65.3,Winter,19.7,0.0,3130000,3570.4663829991587,2499.3264680994107,1071.1399148997475,749.7979404298231,624.8316170248527,499.86529361988215,124.96632340497054,482.0129617048864,267.7849787249369,214.2279829799495,107.11399148997475
2023-01-14,18.9,68.1,Winter,19.9,0.0,3130000,3416.7569197484595,2391.7298438239213,1025.027075924538,717.5189531471764,597.9324609559803,478.3459687647843,119.58649219119607,461.26218416604206,256.2567689811345,205.0054151849076,102.5027075924538
