Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Adjusted Total Usage (kWh)
2019-11-14,21.8,76.7,Post-Monsoon,16.3,0.0,3130000.0,2995.0,2096.5,898.5,
2019-11-15,23.2,78.8,Post-Monsoon,14.2,0.0,3130000.0,3030.0,2121.0,909.0,
2019-11-16,23.8,77.9,Post-Monsoon,15.4,0.0,3130000.0,3150.0,2205.0,945.0,
2019-11-17,23.9,77.0,Post-Monsoon,15.9,0.1,3130000.0,3185.0,2229.5,955.5,
2019-11-18,22.6,71.1,Post-Monsoon,18.8,0.0,3130000.0,3200.0,2240.0,960.0,
2019-11-19,22.2,75.6,Post-Monsoon,18.7,0.0,3130000.0,3155.0,2208.5,946.5,
2019-11-20,22.6,77.7,Post-Monsoon,17.6,0.0,3130000.0,3140.0,2198.0,942.0,
2019-11-21,23.1,76.8,Post-Monsoon,16.2,0.0,3130000.0,3120.0,2184.0,936.0,
2019-11-22,22.7,75.7,Post-Monsoon,16.3,0.0,3130000.0,3085.0,2159.5,925.5,
2019-11-23,22.6,74.1,Post-Monsoon,18.6,0.0,3130000.0,3190.0,2233.0,957.0,
2019-11-24,21.7,72.9,Post-Monsoon,18.5,0.0,3130000.0,3095.0,2166.5,928.5,
2019-11-25,21.7,71.8,Post-Monsoon,18.9,0.0,3130000.0,3115.0,2180.5,934.5,
2019-11-26,21.8,73.6,Post-Monsoon,18.5,0.0,3130000.0,3105.0,2173.5,931.5,
2019-11-27,21.9,73.3,Post-Monsoon,18.5,0.0,3130000.0,3115.0,2180.5,934.5,
2019-11-28,22.6,71.4,Post-Monsoon,17.4,0.0,3130000.0,3130.0,2191.0,939.0,
2019-11-29,23.3,76.2,Post-Monsoon,14.6,0.4,3130000.0,3060.0,2142.0,918.0,
2019-11-30,23.2,77.3,Post-Monsoon,16.2,0.0,3130000.0,3130.0,2191.0,939.0,
2019-12-01,23.2,73.4,Winter,16.2,0.0,3130000.0,3130.0,2191.0,939.0,
2019-12-02,23.0,73.2,Winter,15.5,0.3,3130000.0,3075.0,2152.5,922.5,
2019-12-03,22.9,74.4,Winter,14.5,0.1,3130000.0,3015.0,2110.5,904.5,
2019-12-04,23.2,73.4,Winter,11.4,0.0,3130000.0,2890.0,2023.0,867.0,
2019-12-05,23.1,76.1,Winter,7.5,2.8,3130000.0,2685.0,1879.5,805.5,
2019-12-06,22.7,68.5,Winter,16.0,0.0,3130000.0,3070.0,2149.0,921.0,
2019-12-07,21.1,70.7,Winter,16.3,0.0,3130000.0,2925.0,2047.5,877.5,
2019-12-08,21.3,72.9,Winter,15.1,0.0,3130000.0,2885.0,2019.5,865.5,
2019-12-09,22.6,75.8,Winter,13.4,0.0,3130000.0,2930.0,2051.0,879.0,
2019-12-10,22.4,77.3,Winter,13.4,0.0,3130000.0,2910.0,2037.0,873.0,
2019-12-11,22.6,75.3,Winter,15.4,0.0,3130000.0,3030.0,2121.0,909.0,
2019-12-12,22.7,75.4,Winter,15.4,0.0,3130000.0,3040.0,2128.0,912.0,
2019-12-13,21.4,74.0,Winter,16.7,0.0,3130000.0,2975.0,2082.5,892.5,
2019-12-14,20.8,74.6,Winter,16.4,0.0,3130000.0,2900.0,2030.0,870.0,
2019-12-15,21.8,74.3,Winter,14.2,0.0,3130000.0,2890.0,2023.0,867.0,
2019-12-16,21.6,74.9,Winter,15.5,0.0,3130000.0,2935.0,2054.5,880.5,
2019-12-17,20.9,73.9,Winter,16.5,0.0,3130000.0,2915.0,2040.5,874.5,
2019-12-18,20.7,73.9,Winter,17.6,0.0,3130000.0,2950.0,2065.0,885.0,
2019-12-19,20.7,72.7,Winter,17.7,0.0,3130000.0,2955.0,2068.5,886.5,
2019-12-20,20.7,74.3,Winter,17.0,0.0,3130000.0,2920.0,2044.0,876.0,
2019-12-21,21.6,71.2,Winter,16.8,0.0,3130000.0,3000.0,2100.0,900.0,
2019-12-22,22.2,71.1,Winter,13.6,0.0,3130000.0,2900.0,2030.0,870.0,
2019-12-23,22.9,70.8,Winter,15.3,0.0,3130000.0,3055.0,2138.5,916.5,
2019-12-24,22.8,75.0,Winter,13.4,0.0,3130000.0,2950.0,2065.0,885.0,
2019-12-25,23.6,78.7,Winter,8.8,0.1,3130000.0,2800.0,1960.0,840.0,
2019-12-26,22.8,84.4,Winter,10.3,5.9,3130000.0,2795.0,1956.5,838.5,
2019-12-27,21.3,82.8,Winter,13.8,0.0,3130000.0,2820.0,1974.0,846.0,
2019-12-28,20.4,79.8,Winter,12.6,0.0,3130000.0,2670.0,1869.0,801.0,
2019-12-29,21.0,74.7,Winter,12.9,0.4,3130000.0,2745.0,1921.5,823.5,
2019-12-30,21.1,76.2,Winter,16.1,0.1,3130000.0,2915.0,2040.5,874.5,
2019-12-31,20.3,69.0,Winter,18.2,0.0,3130000.0,2940.0,2058.0,882.0,
2020-01-01,19.7,67.1,Winter,18.2,0.0,3130000.0,2851.379,2000.985,850.394,3331.9707341756366
2020-01-02,20.3,69.9,Winter,18.0,0.0,3130000.0,2851.4210000000003,2001.015,850.406,3217.06735039618
2020-01-03,18.9,77.4,Winter,17.9,0.0,3130000.0,2851.323,2000.945,850.378,3231.0247315995816
2020-01-04,17.8,80.6,Winter,15.4,0.0,3130000.0,2851.246,2000.89,850.356,3196.8424262664603
2020-01-05,18.4,76.4,Winter,17.0,0.0,3130000.0,2851.288,2000.92,850.368,3271.6427115141137
2020-01-06,20.3,73.8,Winter,17.3,0.0,3130000.0,2851.4210000000003,2001.015,850.406,3273.2706043399608
2020-01-07,22.2,75.2,Winter,14.2,0.0,3130000.0,2851.554,2001.11,850.444,3197.1008903560783
2020-01-08,21.8,79.3,Winter,15.4,0.0,3130000.0,2851.526,2001.09,850.436,3396.903354759856
2020-01-09,19.8,78.9,Winter,17.8,0.0,3130000.0,2851.386,2000.99,850.396,3359.8432526965757
2020-01-10,19.6,71.8,Winter,18.0,0.0,3130000.0,2851.3720000000003,2000.98,850.392,3273.41846148704
2020-01-11,20.5,75.2,Winter,16.5,0.0,3130000.0,2851.435,2001.025,850.41,3416.2661320662114
2020-01-12,20.9,72.0,Winter,18.5,0.0,3130000.0,2851.463,2001.045,850.418,3217.823282100124
2020-01-13,21.3,76.9,Winter,16.9,0.0,3130000.0,2851.491,2001.065,850.426,3300.535313101697
2020-01-14,20.9,77.7,Winter,15.7,0.0,3130000.0,2851.463,2001.045,850.418,3167.012251001128
2020-01-15,19.9,74.5,Winter,17.9,0.0,3130000.0,2851.393,2000.995,850.398,3225.9503124994403
2020-01-16,18.0,67.7,Winter,19.4,0.0,3130000.0,2851.26,2000.9,850.36,3367.889858435524
2020-01-17,16.8,65.1,Winter,20.3,0.0,3130000.0,2851.176,2000.84,850.336,3153.564466572389
2020-01-18,18.5,66.2,Winter,19.2,0.0,3130000.0,2851.295,2000.925,850.37,3166.1598626199366
2020-01-19,20.7,70.7,Winter,18.4,0.0,3130000.0,2851.449,2001.035,850.414,3150.105782301172
2020-01-20,21.7,72.0,Winter,17.6,0.0,3130000.0,2851.519,2001.085,850.434,3245.595565632545
2020-01-21,23.0,69.3,Winter,17.3,0.0,3130000.0,2851.61,2001.15,850.46,3192.065433781627
2020-01-22,22.5,68.0,Winter,17.0,0.0,3130000.0,2851.575,2001.125,850.45,3397.4018560530967
2020-01-23,21.9,65.6,Winter,20.0,0.0,3130000.0,2851.533,2001.095,850.438,3231.3522707723287
2020-01-24,21.8,65.3,Winter,19.9,0.0,3130000.0,2851.526,2001.09,850.436,3239.3579100708234
2020-01-25,22.7,64.8,Winter,19.4,0.0,3130000.0,2851.589,2001.135,850.454,3415.089195455618
2020-01-26,23.0,65.2,Winter,19.4,0.0,3130000.0,2851.61,2001.15,850.46,3297.6065632581976
2020-01-27,22.5,65.1,Winter,19.5,0.0,3130000.0,2851.575,2001.125,850.45,3395.6155333397505
2020-01-28,20.2,73.8,Winter,18.2,0.0,3130000.0,2851.414,2001.01,850.404,3179.9954443527777
2020-01-29,19.1,73.3,Winter,19.1,0.0,3130000.0,2851.337,2000.955,850.382,3157.573770693159
2020-01-30,18.9,67.2,Winter,20.8,0.0,3130000.0,2851.323,2000.945,850.378,3256.497159502049
2020-01-31,19.7,65.7,Winter,20.7,0.0,3130000.0,2851.379,2000.985,850.394,3312.6832990126104
2020-02-01,20.3,67.1,Winter,20.8,0.0,3130000.0,2851.4210000000003,2001.015,850.406,3298.9733920565423
2020-02-02,21.3,65.2,Winter,20.9,0.0,3130000.0,2851.491,2001.065,850.426,3388.0799309431954
2020-02-03,21.7,71.3,Winter,18.8,0.0,3130000.0,2851.519,2001.085,850.434,3227.7925428684216
2020-02-04,21.6,70.7,Winter,18.4,0.0,3130000.0,2851.512,2001.08,850.432,3229.726702833887
2020-02-05,21.1,66.4,Winter,18.2,0.0,3130000.0,2851.477,2001.055,850.422,3232.4312392708025
2020-02-06,21.3,60.2,Winter,21.3,0.0,3130000.0,2851.491,2001.065,850.426,3380.8966483634235
2020-02-07,19.4,57.9,Winter,22.0,0.0,3130000.0,2851.358,2000.97,850.388,3290.124145937468
2020-02-08,19.9,64.9,Winter,16.5,0.0,3130000.0,2851.393,2000.995,850.398,3318.195908907632
2020-02-09,21.0,64.5,Winter,18.7,0.0,3130000.0,2851.47,2001.05,850.42,3361.4632653744075
2020-02-10,22.6,66.4,Winter,15.4,0.1,3130000.0,2851.5820000000003,2001.13,850.452,3285.7351279082404
2020-02-11,22.7,68.8,Winter,15.4,0.0,3130000.0,2851.589,2001.135,850.454,3148.861672794455
2020-02-12,23.3,66.0,Winter,17.3,0.0,3130000.0,2851.631,2001.165,850.466,3327.2278009171705
2020-02-13,22.9,66.9,Winter,15.0,0.0,3130000.0,2851.603,2001.145,850.458,3157.9126093769887
2020-02-14,23.3,62.2,Winter,20.9,0.0,3130000.0,2851.631,2001.165,850.466,3216.2401112098723
2020-02-15,23.6,59.2,Winter,21.8,0.0,3130000.0,2851.652,2001.18,850.472,3155.9957117780264
2020-02-16,24.1,58.9,Winter,21.9,0.0,3130000.0,2851.687,2001.205,850.482,3407.7813927864004
2020-02-17,24.3,60.5,Winter,22.0,0.0,3130000.0,2851.701,2001.215,850.486,3138.4164548622284
2020-02-18,24.8,56.1,Winter,21.9,0.0,3130000.0,2851.736,2001.24,850.496,3364.225429307876
2020-02-19,25.1,54.8,Winter,22.2,0.0,3130000.0,2851.757,2001.255,850.502,3387.0301294705564
2020-02-20,25.0,55.9,Winter,21.9,0.0,3130000.0,2851.75,2001.25,850.5,3245.4464374937643
2020-02-21,24.8,56.0,Winter,20.9,0.0,3130000.0,2851.736,2001.24,850.496,3364.0384513370964
2020-02-22,25.0,57.4,Winter,22.1,0.0,3130000.0,2851.75,2001.25,850.5,3197.2911500113432
2020-02-23,25.2,55.8,Winter,22.4,0.0,3130000.0,2851.764,2001.26,850.504,3184.3700970445584
2020-02-24,25.2,50.0,Winter,22.7,0.0,3130000.0,2851.764,2001.26,850.504,3347.4247949970763
2020-02-25,23.2,48.1,Winter,23.6,0.0,3130000.0,2851.6240000000003,2001.16,850.464,3226.695261745358
2020-02-26,22.1,43.5,Winter,23.7,0.0,3130000.0,2851.547,2001.105,850.442,3159.11187593
2020-02-27,22.7,45.5,Winter,23.7,0.0,3130000.0,2851.589,2001.135,850.454,3339.213564544244
2020-02-28,23.9,47.3,Winter,20.6,0.0,3130000.0,2851.673,2001.195,850.478,3252.325346117387
2020-02-29,24.5,48.6,Winter,20.0,0.0,3130000.0,2851.715,2001.225,850.49,3344.176809253986
2020-03-01,24.4,51.2,Summer,20.9,0.0,3130000.0,2251.342,1400.854,850.488,2722.6293305833547
2020-03-02,24.1,52.8,Summer,23.1,0.0,3130000.0,2251.3255,1400.8435,850.482,2603.244036263612
2020-03-03,23.0,52.3,Summer,24.3,0.0,3130000.0,2251.2650000000003,1400.805,850.46,2698.789847046752
2020-03-04,21.8,63.2,Summer,24.2,0.0,3130000.0,2251.199,1400.763,850.436,2690.76121219735
2020-03-05,22.2,65.8,Summer,24.6,0.0,3130000.0,2251.2209999999995,1400.7769999999998,850.444,2734.595519908143
2020-03-06,22.0,68.9,Summer,20.3,0.0,3130000.0,2251.21,1400.7699999999998,850.44,2776.0586044581387
2020-03-07,22.1,65.3,Summer,24.2,0.0,3130000.0,2251.2155,1400.7735,850.442,2737.114659486748
2020-03-08,23.2,60.6,Summer,20.4,0.0,3130000.0,2251.276,1400.812,850.464,2669.44073920248
2020-03-09,24.0,56.5,Summer,23.0,0.0,3130000.0,2251.32,1400.84,850.48,2738.5664887304856
2020-03-10,22.8,61.6,Summer,22.1,0.0,3130000.0,2251.254,1400.798,850.456,2715.2932707180707
2020-03-11,23.1,63.5,Summer,24.5,0.0,3130000.0,2251.2705,1400.8085,850.462,2719.693853471298
2020-03-12,22.4,64.5,Summer,21.7,0.0,3130000.0,2251.232,1400.784,850.448,2634.8295171885984
2020-03-13,22.0,60.8,Summer,25.4,0.0,3130000.0,2251.21,1400.7699999999998,850.44,2691.9507378459484
2020-03-14,23.0,48.4,Summer,25.8,0.0,3130000.0,2251.2650000000003,1400.805,850.46,2768.035777138194
2020-03-15,24.6,43.2,Summer,24.9,0.0,3130000.0,2251.353,1400.861,850.492,2689.17370289002
2020-03-16,25.9,46.1,Summer,21.2,0.1,3130000.0,2251.4245,1400.9065,850.518,2602.3070624326115
2020-03-17,27.2,47.5,Summer,22.2,0.0,3130000.0,2251.496,1400.9519999999998,850.544,2700.5770542838627
2020-03-18,27.3,44.9,Summer,22.3,0.0,3130000.0,2251.5015000000003,1400.9555,850.546,2664.6600822928176
2020-03-19,26.5,36.6,Summer,25.9,0.0,3130000.0,2251.4575,1400.9275,850.53,2589.797821455291
2020-03-20,24.7,40.1,Summer,26.1,0.0,3130000.0,2251.3585,1400.8645,850.494,2799.006751184091
2020-03-21,24.5,50.7,Summer,25.9,0.0,3130000.0,2251.3475,1400.8574999999998,850.49,2697.260665479515
2020-03-22,26.1,58.0,Summer,24.5,0.0,3130000.0,2251.4355,1400.9135,850.522,2671.319542944685
2020-03-23,27.1,53.8,Summer,24.1,0.0,3130000.0,2251.4905,1400.9485,850.542,2719.8875503133927
2020-03-24,27.9,54.0,Summer,20.4,0.0,3130000.0,2251.5345,1400.9765,850.558,2787.4539591992766
2020-03-25,26.2,67.1,Summer,19.5,2.7,3130000.0,2251.441,1400.917,850.524,2630.043653585458
2020-03-26,26.4,67.0,Summer,21.3,0.9,3130000.0,2251.452,1400.924,850.528,2751.784860126026
2020-03-27,26.8,69.5,Summer,20.5,0.4,3130000.0,2251.474,1400.938,850.536,2658.8874192904777
2020-03-28,25.7,69.3,Summer,20.6,3.0,3130000.0,2251.4135,1400.8995,850.514,2670.4872892146554
2020-03-29,26.0,68.8,Summer,22.9,4.0,3130000.0,2251.43,1400.91,850.52,2802.3923482499727
2020-03-30,27.2,60.3,Summer,24.0,0.6,3130000.0,2251.496,1400.9519999999998,850.544,2669.730379437825
2020-03-31,26.9,57.3,Summer,22.6,0.1,3130000.0,2251.4795,1400.9415,850.538,2775.5783927926914
2020-04-01,27.6,54.2,Summer,23.9,0.0,3130000.0,2251.518,1400.966,850.552,2747.213184430485
2020-04-02,28.2,50.9,Summer,23.5,0.0,3130000.0,2251.551,1400.987,850.564,2622.614675158206
2020-04-03,28.7,49.1,Summer,23.6,0.0,3130000.0,2251.5785,1401.0044999999998,850.574,2741.377604230332
2020-04-04,28.7,52.7,Summer,23.7,0.0,3130000.0,2251.5785,1401.0044999999998,850.574,2796.3742215519605
2020-04-05,28.8,50.2,Summer,26.0,0.0,3130000.0,2251.584,1401.008,850.576,2785.766328012327
2020-04-06,27.6,56.8,Summer,26.0,0.1,3130000.0,2251.518,1400.966,850.552,2734.660445686851
2020-04-07,27.4,53.4,Summer,25.4,0.1,3130000.0,2251.507,1400.9589999999998,850.548,2733.607612688431
2020-04-08,25.8,51.9,Summer,27.2,0.0,3130000.0,2251.419,1400.9029999999998,850.516,2808.2515773305336
2020-04-09,26.9,49.3,Summer,26.8,0.0,3130000.0,2251.4795,1400.9415,850.538,2774.699041150718
2020-04-10,27.8,55.3,Summer,23.3,0.0,3130000.0,2251.529,1400.973,850.556,2698.887064977843
2020-04-11,29.2,57.1,Summer,23.1,0.0,3130000.0,2251.606,1401.022,850.584,2772.705253933949
2020-04-12,29.4,57.8,Summer,22.3,0.2,3130000.0,2251.617,1401.029,850.588,2667.6033088336776
2020-04-13,29.8,59.1,Summer,23.6,0.7,3130000.0,2251.639,1401.043,850.596,2595.122973220171
2020-04-14,29.7,55.9,Summer,23.3,0.0,3130000.0,2251.6335,1401.0395,850.594,2699.8491458732387
2020-04-15,29.9,56.9,Summer,21.4,0.0,3130000.0,2251.6445,1401.0465,850.598,2602.505322172563
2020-04-16,29.0,68.2,Summer,23.0,0.1,3130000.0,2251.595,1401.015,850.58,2735.9865362555515
2020-04-17,29.1,64.8,Summer,24.1,0.0,3130000.0,2251.6005,1401.0185,850.582,2736.5968705612154
2020-04-18,29.7,62.6,Summer,24.1,1.5,3130000.0,2251.6335,1401.0395,850.594,2756.3220285248626
2020-04-19,29.4,56.3,Summer,23.5,0.5,3130000.0,2251.617,1401.029,850.588,2786.789694117011
2020-04-20,29.7,47.4,Summer,26.1,0.0,3130000.0,2251.6335,1401.0395,850.594,2709.9884867967603
2020-04-21,28.3,43.4,Summer,27.5,0.0,3130000.0,2251.5565,1400.9905,850.566,2716.2576546692176
2020-04-22,28.1,53.8,Summer,26.4,0.0,3130000.0,2251.5455,1400.9834999999998,850.562,2690.9346862618886
2020-04-23,29.4,58.9,Summer,26.5,0.0,3130000.0,2251.617,1401.029,850.588,2770.158734907605
2020-04-24,29.1,54.1,Summer,26.0,0.1,3130000.0,2251.6005,1401.0185,850.582,2603.527652399349
2020-04-25,28.4,55.7,Summer,27.4,0.0,3130000.0,2251.562,1400.994,850.568,2640.2555609705373
2020-04-26,28.0,53.2,Summer,27.8,0.0,3130000.0,2251.54,1400.98,850.56,2659.043638881785
2020-04-27,27.7,62.5,Summer,25.3,0.0,3130000.0,2251.5235,1400.9695,850.554,2677.1858077258835
2020-04-28,29.8,58.2,Summer,24.0,0.0,3130000.0,2251.639,1401.043,850.596,2694.589054974056
2020-04-29,29.6,64.2,Summer,22.0,0.0,3130000.0,2251.628,1401.0359999999998,850.592,2728.273924254697
2020-04-30,28.5,68.1,Summer,22.4,1.0,3130000.0,2251.5675,1400.9975,850.57,2653.599513741124
2020-05-01,28.0,71.3,Summer,22.4,20.0,3130000.0,2251.54,1400.98,850.56,2810.459236372711
2020-05-02,29.0,67.6,Summer,24.1,0.2,3130000.0,2251.595,1401.015,850.58,2624.885714220767
2020-05-03,29.8,60.7,Summer,25.3,0.0,3130000.0,2251.639,1401.043,850.596,2738.5827312920974
2020-05-04,29.4,55.9,Summer,27.3,0.0,3130000.0,2251.617,1401.029,850.588,2599.0889136379506
2020-05-05,29.6,57.2,Summer,26.2,0.0,3130000.0,2251.628,1401.0359999999998,850.592,2777.0171564578227
2020-05-06,30.7,57.8,Summer,25.7,0.0,3130000.0,2251.6885,1401.0745,850.614,2661.513932369506
2020-05-07,30.0,51.2,Summer,27.7,0.0,3130000.0,2251.65,1401.05,850.6,2630.005198150884
2020-05-08,29.3,52.1,Summer,27.7,0.0,3130000.0,2251.6115,1401.0255,850.586,2755.5388618385377
2020-05-09,29.8,60.0,Summer,25.9,0.0,3130000.0,2251.639,1401.043,850.596,2672.7235443781565
2020-05-10,29.9,59.1,Summer,23.3,0.4,3130000.0,2251.6445,1401.0465,850.598,2742.89654667642
2020-05-11,28.9,63.9,Summer,23.4,2.1,3130000.0,2251.5895,1401.0114999999998,850.578,2669.445546090475
2020-05-12,30.1,52.2,Summer,25.3,0.0,3130000.0,2251.6555,1401.0535,850.602,2687.322019531071
2020-05-13,29.1,59.3,Summer,23.8,0.1,3130000.0,2251.6005,1401.0185,850.582,2812.1508733597684
2020-05-14,28.0,71.1,Summer,20.9,10.0,3130000.0,2251.54,1400.98,850.56,2765.2493726924845
2020-05-15,27.3,74.0,Summer,19.4,7.9,3130000.0,2251.5015000000003,1400.9555,850.546,2770.424315043333
2020-05-16,28.4,70.4,Summer,19.8,1.4,3130000.0,2251.562,1400.994,850.568,2601.329975307774
2020-05-17,27.7,71.6,Summer,22.5,3.1,3130000.0,2251.5235,1400.9695,850.554,2763.54055182897
2020-05-18,28.4,68.7,Summer,21.7,0.1,3130000.0,2251.562,1400.994,850.568,2729.0558620752417
2020-05-19,27.9,71.5,Summer,22.1,0.4,3130000.0,2251.5345,1400.9765,850.558,2725.6366305100346
2020-05-20,28.0,69.3,Summer,24.1,0.4,3130000.0,2251.54,1400.98,850.56,2642.055156957813
2020-05-21,28.5,67.5,Summer,24.9,0.0,3130000.0,2251.5675,1400.9975,850.57,2697.542090300919
2020-05-22,28.7,67.9,Summer,24.5,0.0,3130000.0,2251.5785,1401.0044999999998,850.574,2711.217801132909
2020-05-23,29.5,58.3,Summer,26.6,0.0,3130000.0,2251.6225,1401.0324999999998,850.59,2721.735199934691
2020-05-24,29.6,64.8,Summer,24.9,0.0,3130000.0,2251.628,1401.0359999999998,850.592,2593.636643083876
2020-05-25,29.8,66.1,Summer,25.1,0.0,3130000.0,2251.639,1401.043,850.596,2651.1043308167227
2020-05-26,29.6,63.5,Summer,24.7,0.0,3130000.0,2251.628,1401.0359999999998,850.592,2621.309163759209
2020-05-27,28.8,62.5,Summer,26.3,0.0,3130000.0,2251.584,1401.008,850.576,2743.7425836887355
2020-05-28,28.4,65.2,Summer,26.1,0.0,3130000.0,2251.562,1400.994,850.568,2722.083119543418
2020-05-29,28.7,67.8,Summer,25.1,0.3,3130000.0,2251.5785,1401.0044999999998,850.574,2729.444251736957
2020-05-30,29.4,67.7,Summer,24.8,0.0,3130000.0,2251.617,1401.029,850.588,2742.1259104025685
2020-05-31,28.5,69.2,Summer,22.3,0.3,3130000.0,2251.5675,1400.9975,850.57,2597.846360284675
2020-06-01,24.9,83.3,Monsoon,8.7,5.7,3130000.0,2251.3695,1400.8714999999995,850.498,2251.3695
2020-06-02,24.7,84.5,Monsoon,9.8,39.0,3130000.0,2251.3585,1400.8645,850.494,2251.3585
2020-06-03,23.1,93.5,Monsoon,3.7,46.0,3130000.0,2251.2705,1400.8085,850.462,2251.2705
2020-06-04,23.6,86.4,Monsoon,17.4,7.0,3130000.0,2251.298,1400.826,850.472,2251.298
2020-06-05,25.1,77.8,Monsoon,19.7,1.4,3130000.0,2251.3805,1400.8785,850.502,2251.3805
2020-06-06,25.6,79.4,Monsoon,17.8,7.0,3130000.0,2251.408,1400.896,850.512,2251.408
2020-06-07,26.1,78.6,Monsoon,16.8,0.2,3130000.0,2251.4355,1400.9135,850.522,2251.4355
2020-06-08,25.4,78.9,Monsoon,13.0,2.2,3130000.0,2251.397,1400.889,850.508,2251.397
2020-06-09,26.0,79.3,Monsoon,17.3,0.5,3130000.0,2251.43,1400.91,850.52,2251.43
2020-06-10,26.1,80.6,Monsoon,16.8,1.0,3130000.0,2251.4355,1400.9135,850.522,2251.4355
2020-06-11,26.0,81.6,Monsoon,12.7,3.5,3130000.0,2251.43,1400.91,850.52,2251.43
2020-06-12,25.4,82.6,Monsoon,13.9,2.5,3130000.0,2251.397,1400.889,850.508,2251.397
2020-06-13,25.3,85.8,Monsoon,14.0,0.4,3130000.0,2251.3915,1400.8855,850.506,2251.3915
2020-06-14,25.9,84.6,Monsoon,11.9,2.0,3130000.0,2251.4245,1400.9065,850.518,2251.4245
2020-06-15,25.3,88.8,Monsoon,11.2,5.0,3130000.0,2251.3915,1400.8855,850.506,2251.3915
2020-06-16,25.3,89.1,Monsoon,10.2,0.2,3130000.0,2251.3915,1400.8855,850.506,2251.3915
2020-06-17,24.5,89.5,Monsoon,6.6,22.0,3130000.0,2251.3475,1400.8574999999998,850.49,2251.3475
2020-06-18,24.3,90.8,Monsoon,5.6,11.0,3130000.0,2251.3365,1400.8504999999998,850.486,2251.3365
2020-06-19,25.6,85.3,Monsoon,14.6,1.2,3130000.0,2251.408,1400.896,850.512,2251.408
2020-06-20,26.1,80.1,Monsoon,17.3,1.3,3130000.0,2251.4355,1400.9135,850.522,2251.4355
2020-06-21,25.2,84.2,Monsoon,15.2,0.3,3130000.0,2251.386,1400.8819999999998,850.504,2251.386
2020-06-22,25.9,78.7,Monsoon,17.3,0.6,3130000.0,2251.4245,1400.9065,850.518,2251.4245
2020-06-23,26.0,78.1,Monsoon,14.8,1.3,3130000.0,2251.43,1400.91,850.52,2251.43
2020-06-24,26.1,79.8,Monsoon,16.5,2.1,3130000.0,2251.4355,1400.9135,850.522,2251.4355
2020-06-25,26.6,79.8,Monsoon,18.7,2.0,3130000.0,2251.463,1400.9309999999998,850.532,2251.463
2020-06-26,26.0,84.0,Monsoon,17.3,0.5,3130000.0,2251.43,1400.91,850.52,2251.43
2020-06-27,26.4,82.2,Monsoon,12.6,12.1,3130000.0,2251.452,1400.924,850.528,2251.452
2020-06-28,26.4,83.2,Monsoon,10.6,14.0,3130000.0,2251.452,1400.924,850.528,2251.452
2020-06-29,25.3,89.0,Monsoon,9.5,54.0,3130000.0,2251.3915,1400.8855,850.506,2251.3915
2020-06-30,25.6,86.9,Monsoon,15.0,6.9,3130000.0,2251.408,1400.896,850.512,2251.408
2020-07-01,25.6,84.3,Monsoon,11.5,5.0,3130000.0,2851.792,2001.28,850.512,2851.792
2020-07-02,25.6,83.2,Monsoon,14.7,2.7,3130000.0,2851.792,2001.28,850.512,2851.792
2020-07-03,24.8,88.0,Monsoon,6.5,0.1,3130000.0,2851.736,2001.24,850.496,2851.736
2020-07-04,24.2,89.6,Monsoon,5.6,3.0,3130000.0,2851.694,2001.21,850.484,2851.694
2020-07-05,24.0,89.8,Monsoon,5.0,3.2,3130000.0,2851.6800000000003,2001.2,850.48,2851.6800000000003
2020-07-06,24.9,85.3,Monsoon,11.8,0.1,3130000.0,2851.743,2001.245,850.498,2851.743
2020-07-07,24.0,92.1,Monsoon,10.2,17.9,3130000.0,2851.6800000000003,2001.2,850.48,2851.6800000000003
2020-07-08,24.5,92.4,Monsoon,13.1,1.0,3130000.0,2851.715,2001.225,850.49,2851.715
2020-07-09,24.5,90.8,Monsoon,12.1,0.9,3130000.0,2851.715,2001.225,850.49,2851.715
2020-07-10,25.1,87.0,Monsoon,11.0,1.0,3130000.0,2851.757,2001.255,850.502,2851.757
2020-07-11,25.5,85.0,Monsoon,11.4,1.1,3130000.0,2851.785,2001.275,850.51,2851.785
2020-07-12,24.7,86.3,Monsoon,11.0,3.9,3130000.0,2851.729,2001.235,850.494,2851.729
2020-07-13,24.6,87.4,Monsoon,11.0,2.0,3130000.0,2851.722,2001.23,850.492,2851.722
2020-07-14,24.6,88.3,Monsoon,8.6,10.2,3130000.0,2851.722,2001.23,850.492,2851.722
2020-07-15,24.2,89.4,Monsoon,5.1,23.5,3130000.0,2851.694,2001.21,850.484,2851.694
2020-07-16,23.6,89.2,Monsoon,7.6,0.1,3130000.0,2851.652,2001.18,850.472,2851.652
2020-07-17,24.1,88.4,Monsoon,10.1,0.2,3130000.0,2851.687,2001.205,850.482,2851.687
2020-07-18,25.1,86.0,Monsoon,17.2,0.3,3130000.0,2851.757,2001.255,850.502,2851.757
2020-07-19,25.5,84.4,Monsoon,16.6,1.9,3130000.0,2851.785,2001.275,850.51,2851.785
2020-07-20,25.9,82.9,Monsoon,13.2,11.3,3130000.0,2851.813,2001.295,850.518,2851.813
2020-07-21,25.8,83.6,Monsoon,13.2,10.5,3130000.0,2851.806,2001.29,850.516,2851.806
2020-07-22,25.8,85.0,Monsoon,13.7,1.0,3130000.0,2851.806,2001.29,850.516,2851.806
