Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh)
2022-10-09,24.2,80.3,Autumn,18.9,4374.665858073981,3313.7059738367493,1197.6089609679386
2022-10-10,23.7,90.2,Autumn,13.1,4015.4734021716795,2798.5024278935175,1410.4628623220583
2022-10-11,24.0,90.7,Autumn,13.8,3547.331839991265,3353.1973079676027,1059.413529346642
2022-10-12,23.3,90.7,Autumn,8.3,4096.448132219273,3350.0710257289097,1227.8078573170703
2022-10-13,23.6,90.0,Autumn,11.7,3418.345248655889,3236.1277910059775,1015.3340370517773
2022-10-14,23.5,89.9,Autumn,12.1,4705.907708065021,2660.7377065096307,1217.2279221182694
2022-10-15,23.9,81.9,Autumn,18.5,3748.562979908325,2754.1178073075707,1035.1785958987916
2022-10-16,24.0,76.3,Autumn,18.0,4342.716014689613,3234.1985797688494,1062.7778317251207
2022-10-17,24.4,86.6,Autumn,11.1,3826.4571470804312,2683.8879381679285,1062.2075798520143
2022-10-18,23.3,92.1,Autumn,8.0,4133.078252665868,2532.016612035684,1296.9377725043585
2022-10-19,24.7,85.3,Autumn,13.9,4172.285386608645,2930.994796712232,1339.6887234148326
2022-10-20,24.3,88.0,Autumn,14.7,3639.773102391508,3321.778291745704,1267.86976394969
2022-10-21,24.4,87.1,Autumn,12.9,4794.593417577527,3074.4183094283544,1435.10570822288
2022-10-22,23.9,81.6,Autumn,15.1,4508.435318916738,2944.6542275281345,1175.8210768095032
2022-10-23,22.5,68.3,Autumn,22.1,4750.318884942487,2457.5214585964764,1136.458996857889
2022-10-24,22.4,63.9,Autumn,22.3,4684.579522826502,2990.9545161721717,1393.7945070497449
2022-10-25,22.4,64.7,Autumn,21.9,4247.616891583175,3377.301355659741,1109.0356452307362
2022-10-26,22.1,68.7,Autumn,22.2,4724.382110898551,2501.7217906992782,1435.569262808115
2022-10-27,21.5,67.7,Autumn,21.8,3497.965452553322,2891.364030715446,1015.68759093416
2022-10-28,21.4,65.1,Autumn,21.8,3656.14982755264,3261.2254872139274,1438.507909504117
2022-10-29,21.4,63.9,Autumn,21.7,3434.2957367146128,3120.5051185014,1029.3760064290511
2022-10-30,21.2,62.6,Autumn,22.0,3846.49944000028,3075.433960412219,1403.7473239688347
2022-10-31,21.1,67.7,Autumn,21.2,3939.7217445084943,3081.0670654724668,1243.2933646976883
2022-11-01,20.9,67.0,Autumn,21.1,3767.0597766377955,2727.739699562258,1448.7000038374908
2022-11-02,22.0,71.5,Autumn,18.2,4587.320752828077,2659.8548357140457,1042.9016093471596
2022-11-03,21.9,63.6,Autumn,21.1,3892.7419770507013,3191.164360602068,1254.839582453366
2022-11-04,21.8,65.6,Autumn,20.4,3781.1659051095417,3191.9392648928406,1438.2534860041483
2022-11-05,21.7,63.4,Autumn,20.9,4166.378037219504,3250.6143704835545,1241.2610952516748
2022-11-06,21.6,63.3,Autumn,20.5,3575.1247372775756,3298.1736608980327,1288.1912327947707
2022-11-07,21.5,63.6,Autumn,19.8,4548.263325888313,2884.1662501222077,1317.4837422502835
2022-11-08,21.9,66.9,Autumn,17.3,3477.4484113470876,2874.044083823169,1210.9943496625397
2022-11-09,22.5,65.7,Autumn,18.1,4820.055746477635,3179.7649644087687,1287.3786552092527
2022-11-10,21.1,63.7,Autumn,20.4,4504.18521662301,3026.964471459998,1268.2872080810046
2022-11-11,21.4,61.8,Autumn,20.1,3660.171483840887,3080.5342752197416,1408.1687442277068
2022-11-12,21.5,66.2,Autumn,20.0,3375.8650294223526,3177.1870538567805,1030.3854464536216
2022-11-13,21.4,66.8,Autumn,20.1,4567.783479715066,3274.2383694606597,1134.3624332621791
2022-11-14,22.3,70.6,Autumn,18.9,4407.9601319537,2705.5960273691776,1429.9133822837935
2022-11-15,22.8,71.3,Autumn,17.6,4440.556134836218,2744.316349590211,1403.3591136154007
2022-11-16,21.5,70.6,Autumn,19.6,4502.751242161169,2454.2306522343665,1211.4869084683967
2022-11-17,20.8,64.4,Autumn,19.8,3476.7037862531843,2953.120837372149,1284.1004209473601
2022-11-18,19.9,60.7,Autumn,19.8,3895.261972477013,2394.442241562975,1132.7810333810621
2022-11-19,19.4,63.4,Autumn,19.6,3538.2531920188703,2837.043583723277,1093.3741295159496
2022-11-20,18.7,61.2,Autumn,19.9,4637.894134847075,2916.4116274527505,1215.0371720891692
2022-11-21,18.5,61.0,Autumn,19.9,4284.993174967103,2652.5918080840165,1166.3210612610128
2022-11-22,20.6,63.0,Autumn,18.0,3854.692939461142,2966.0521844901223,1267.9966230461396
2022-11-23,22.0,66.9,Autumn,18.1,3461.2719927886365,2388.8362486366914,1044.6402066284722
2022-11-24,22.4,70.7,Autumn,17.5,3825.3847015630317,2395.890516962829,1440.5016444483285
2022-11-25,23.3,75.5,Autumn,14.2,3846.28309980916,3204.8026712259334,1445.718195700402
2022-11-26,24.1,76.0,Autumn,14.0,4441.437647086596,2728.460265507601,1318.5490550534093
2022-11-27,23.7,77.7,Autumn,13.7,4305.977433409452,2488.3058878524507,1246.9997394398044
2022-11-28,23.4,74.1,Autumn,17.0,4673.373755353854,2895.395556046112,1146.9731807795836
2022-11-29,22.5,72.4,Autumn,18.6,4062.6569417763067,3150.610605925944,1369.5993505219858
2022-11-30,21.5,71.8,Autumn,18.8,3543.735230431528,2579.7407715218324,1312.6196811065113
2022-12-01,20.3,69.2,Winter,18.7,3461.72317184544,2423.206220291808,1038.5169515536322
2022-12-02,20.8,69.9,Winter,18.6,3537.1949113665933,2476.036437956615,1061.158473409978
2022-12-03,22.8,71.0,Winter,15.0,3648.352520014684,2553.8467640102785,1094.5057560044054
2022-12-04,23.7,77.1,Winter,14.1,3590.2255527269404,2513.157886908858,1077.0676658180823
2022-12-05,24.1,76.9,Winter,14.2,3646.778417894959,2552.744892526471,1094.033525368488
2022-12-06,23.0,71.3,Winter,16.1,3482.075451500534,2437.4528160503737,1044.6226354501605
2022-12-07,21.6,72.0,Winter,18.5,3489.20023498462,2442.4401644892337,1046.760070495386
2022-12-08,20.8,72.4,Winter,17.8,3650.3651939335696,2555.2556357534986,1095.109558180071
2022-12-09,18.9,59.3,Winter,19.0,3461.54022638338,2423.078158468366,1038.462067915014
2022-12-10,18.9,60.6,Winter,18.6,3592.1721092432717,2514.52047647029,1077.6516327729817
2022-12-11,22.2,65.2,Winter,14.8,3654.365142947153,2558.055600063007,1096.309542884146
2022-12-12,23.4,79.1,Winter,12.6,3510.323324271281,2457.2263269898963,1053.0969972813843
2022-12-13,23.6,78.0,Winter,10.2,3638.875590457109,2547.212913319976,1091.662677137133
2022-12-14,24.2,74.5,Winter,12.3,3568.59819240826,2498.018734685781,1070.579457722478
2022-12-15,23.5,73.9,Winter,12.9,3558.942281760926,2491.259597232648,1067.682684528278
2022-12-16,24.1,70.3,Winter,17.0,3615.721680723645,2531.0051765065514,1084.7165042170936
2022-12-17,23.9,72.7,Winter,14.9,3478.8351595721438,2435.1846117005,1043.650547871643
2022-12-18,23.7,70.9,Winter,16.8,3649.7503958669713,2554.82527710688,1094.9251187600917
2022-12-19,22.6,61.2,Winter,17.9,3528.692010117049,2470.084407081934,1058.6076030351148
2022-12-20,20.8,58.5,Winter,18.3,3540.368202084061,2478.2577414588427,1062.1104606252186
2022-12-21,21.2,62.5,Winter,18.3,3549.236999913025,2484.465899939117,1064.7710999739077
2022-12-22,21.8,62.5,Winter,18.4,3560.1377044135997,2492.09639308952,1068.04131132408
2022-12-23,22.1,63.4,Winter,18.4,3412.5829832233685,2388.8080882563577,1023.7748949670108
2022-12-24,21.5,58.8,Winter,18.6,3485.973858613256,2440.18170102928,1045.792157583977
2022-12-25,20.8,58.0,Winter,18.7,3398.103557696405,2378.672490387484,1019.4310673089216
2022-12-26,21.1,64.2,Winter,18.3,3482.7575889908635,2437.9303122936044,1044.827276697259
2022-12-27,22.6,68.6,Winter,16.7,3481.865300756982,2437.305710529887,1044.5595902270948
2022-12-28,23.0,67.5,Winter,18.0,3508.0301953794337,2455.6211367656038,1052.4090586138302
2022-12-29,22.5,64.5,Winter,18.0,3473.7168384678857,2431.60178692752,1042.1150515403658
2022-12-30,22.4,63.2,Winter,18.3,3622.568030592339,2535.797621414637,1086.7704091777018
2022-12-31,21.8,64.0,Winter,18.4,3537.925999326369,2476.5481995284586,1061.377799797911
2023-01-01,21.0,60.4,Winter,18.7,3368.071757440584,2357.6502302084086,1010.4215272321752
2023-01-02,20.1,65.5,Winter,18.6,3414.879828727218,2390.4158801090525,1024.4639486181654
2023-01-03,21.2,66.4,Winter,18.0,3426.127543070317,2398.2892801492217,1027.8382629210953
2023-01-04,21.0,70.3,Winter,15.7,3432.7202674805244,2402.904187236367,1029.8160802441575
2023-01-05,21.1,69.3,Winter,14.6,3644.3728460670345,2551.060992246924,1093.3118538201106
2023-01-06,21.7,70.7,Winter,15.8,3482.464530406424,2437.7251712844964,1044.7393591219272
2023-01-07,21.3,74.9,Winter,14.7,3442.3967844753124,2409.6777491327184,1032.7190353425938
2023-01-08,20.2,66.6,Winter,18.1,3384.0758547278124,2368.8530983094684,1015.222756418344
2023-01-09,18.7,57.9,Winter,19.6,3440.763776407769,2408.5346434854387,1032.229132922331
2023-01-10,18.5,56.0,Winter,19.8,3558.181132611555,2490.726792828088,1067.4543397834666
2023-01-11,19.5,54.5,Winter,19.8,3437.5400216671483,2406.278015167004,1031.2620065001447
2023-01-12,20.1,52.9,Winter,19.9,3556.448072850684,2489.5136509954787,1066.9344218552053
2023-01-13,19.4,65.3,Winter,19.7,3570.4663829991587,2499.3264680994107,1071.1399148997475
2023-01-14,18.9,68.1,Winter,19.9,3416.7569197484595,2391.7298438239213,1025.027075924538
2023-01-15,19.7,65.7,Winter,19.8,3529.474859143344,2470.6324014003408,1058.8424577430033
2023-01-16,20.6,59.5,Winter,20.1,3488.1450053142853,2441.7015037199994,1046.4435015942856
2023-01-17,20.8,56.5,Winter,20.1,3562.807502819377,2493.965251973564,1068.8422508458134
2023-01-18,21.3,54.6,Winter,20.2,3448.9622045876563,2414.273543211359,1034.688661376297
2023-01-19,21.6,55.5,Winter,20.0,3525.3264657060145,2467.72852599421,1057.5979397118044
2023-01-20,21.8,56.4,Winter,19.9,3423.4334232993406,2396.403396309538,1027.0300269898023
2023-01-21,21.4,58.0,Winter,20.0,3434.1105798130457,2403.877405869132,1030.233173943914
2023-01-22,20.4,61.5,Winter,19.9,3492.19279004666,2444.5349530326616,1047.657837013998
2023-01-23,20.2,63.0,Winter,19.9,3593.365328943699,2515.355730260589,1078.0095986831095
2023-01-24,20.2,65.5,Winter,19.1,3569.443525407399,2498.6104677851795,1070.83305762222
2023-01-25,20.9,63.9,Winter,18.3,3513.342153777276,2459.339507644093,1054.002646133183
2023-01-26,22.2,63.4,Winter,16.4,3554.638965008818,2488.2472755061726,1066.3916895026457
2023-01-27,22.6,61.8,Winter,19.8,3618.719393057353,2533.103575140147,1085.6158179172062
2023-01-28,21.5,54.1,Winter,20.6,3515.756025598292,2461.029217918804,1054.7268076794876
2023-01-29,21.9,68.3,Winter,20.1,3503.2517209065013,2452.2762046345506,1050.9755162719505
2023-01-30,22.1,74.5,Winter,18.7,3659.7738843054303,2561.841719013801,1097.9321652916292
2023-01-31,21.6,68.2,Winter,18.4,3397.3001563809257,2378.110109466648,1019.190046914278
2023-02-01,21.3,67.0,Winter,15.4,3611.026186424913,2527.7183304974387,1083.307855927474
2023-02-02,21.6,62.7,Winter,19.8,3640.0428171241215,2548.0299719868854,1092.0128451372368
2023-02-03,20.9,54.8,Winter,21.1,3493.7857264778845,2445.650008534519,1048.1357179433655
2023-02-04,21.3,53.6,Winter,21.4,3448.928680269599,2414.2500761887195,1034.67860408088
2023-02-05,21.6,53.4,Winter,21.4,3629.153454490797,2540.4074181435576,1088.7460363472392
2023-02-06,22.7,52.2,Winter,21.5,3430.4340721076405,2401.303850475348,1029.1302216322922
2023-02-07,22.2,54.5,Winter,21.8,3537.027841610634,2475.919489127444,1061.1083524831904
2023-02-08,22.2,54.9,Winter,21.7,3426.738633189648,2398.717043232753,1028.0215899568946
2023-02-09,22.8,50.7,Winter,22.1,3465.4953965198533,2425.8467775638974,1039.6486189559562
2023-02-10,23.6,46.5,Winter,22.1,3376.644583954547,2363.651208768183,1012.9933751863643
2023-02-11,23.4,43.7,Winter,22.4,3558.990116704918,2491.293081693442,1067.6970350114757
2023-02-12,22.5,46.2,Winter,22.5,3658.1604086742855,2560.712286072,1097.4481226022858
2023-02-13,22.0,43.7,Winter,22.5,3428.449712025049,2399.9147984175343,1028.534913607515
2023-02-14,21.5,43.0,Winter,22.8,3457.994664041427,2420.5962648289988,1037.398399212428
2023-02-15,21.9,41.6,Winter,23.1,3650.9606464271055,2555.6724524989745,1095.2881939281322
2023-02-16,23.0,39.8,Winter,23.1,3436.8623558056192,2405.8036490639333,1031.058706741686
2023-02-17,23.4,39.2,Winter,23.1,3411.3856801336037,2387.9699760935223,1023.4157040400812
2023-02-18,22.9,40.2,Winter,23.4,3488.883498531455,2442.2184489720185,1046.6650495594367
2023-02-19,22.5,42.6,Winter,23.4,3525.065837735703,2467.546086414992,1057.519751320711
2023-02-20,23.8,43.0,Winter,23.3,3502.1104382999742,2451.4773068099817,1050.6331314899924
2023-02-21,24.6,47.0,Winter,23.4,3436.8221141367244,2405.775479895707,1031.0466342410175
2023-02-22,23.9,47.0,Winter,23.1,3550.363023209949,2485.2541162469643,1065.108906962985
2023-02-23,24.0,46.4,Winter,23.4,3626.0447838984833,2538.231348728938,1087.813435169545
2023-02-24,23.8,43.7,Winter,23.7,3398.262230249636,2378.7835611747446,1019.4786690748908
2023-02-25,24.3,40.1,Winter,23.8,3654.1774391333374,2557.9242073933365,1096.2532317400016
2023-02-26,24.0,43.8,Winter,23.8,3666.5485125618698,2566.5839587933087,1099.964553768561
2023-02-27,24.4,42.6,Winter,23.7,3455.514783150779,2418.860348205545,1036.6544349452338
2023-02-28,24.7,41.5,Winter,23.5,3583.9712330419006,2508.7798631293304,1075.1913699125705
2023-03-01,24.2,42.3,Summer,24.1,4557.504703216329,3190.25329225143,1367.251410964899
2023-03-02,24.6,44.5,Summer,23.8,4511.67766564951,3158.174365954657,1353.5032996948532
2023-03-03,24.7,44.8,Summer,23.5,4717.88299425396,3302.518095977772,1415.364898276188
2023-03-04,25.4,45.3,Summer,22.9,4774.641070760018,3342.2487495320124,1432.3923212280056
2023-03-05,25.4,48.0,Summer,23.0,4497.366601666144,3148.1566211663003,1349.2099804998434
2023-03-06,24.5,50.1,Summer,20.8,4773.668475204927,3341.567932643449,1432.1005425614785
2023-03-07,21.9,62.5,Summer,21.1,4638.299080044498,3246.809356031148,1391.4897240133496
2023-03-08,22.9,55.7,Summer,21.4,4575.358742999182,3202.751120099427,1372.607622899755
2023-03-09,24.6,48.7,Summer,19.9,4576.76210119102,3203.733470833713,1373.0286303573062
2023-03-10,24.9,46.9,Summer,21.7,4828.622053723496,3380.035437606447,1448.586616117049
2023-03-11,24.9,46.9,Summer,19.8,4625.028231525716,3237.5197620680005,1387.508469457715
2023-03-12,25.4,48.1,Summer,18.7,4727.036457102675,3308.9255199718723,1418.1109371308028
2023-03-13,25.5,47.5,Summer,17.9,4708.513470031013,3295.9594290217087,1412.554041009304
2023-03-14,26.0,48.6,Summer,20.3,4558.113072125813,3190.679150488069,1367.433921637744
2023-03-15,25.4,50.0,Summer,15.9,4522.896022090887,3166.0272154636205,1356.8688066272662
2023-03-16,22.7,70.7,Summer,18.7,4689.076445566645,3282.353511896651,1406.7229336699936
2023-03-17,22.9,68.7,Summer,18.9,4456.055946555969,3119.2391625891782,1336.8167839667908
2023-03-18,23.6,67.0,Summer,20.7,4556.261099845195,3189.382769891636,1366.8783299535585
2023-03-19,23.1,61.8,Summer,23.5,4710.081459138972,3297.05702139728,1413.0244377416918
2023-03-20,22.8,63.8,Summer,24.5,4540.147410817175,3178.1031875720223,1362.0442232451528
2023-03-21,22.2,68.6,Summer,19.6,4480.3401165912655,3136.2380816138857,1344.1020349773798
2023-03-22,23.2,62.8,Summer,24.1,4658.675341069808,3261.072738748865,1397.6026023209429
2023-03-23,23.5,65.5,Summer,24.3,4690.559808918469,3283.391866242928,1407.1679426755409
2023-03-24,24.0,58.8,Summer,25.1,4515.197289477232,3160.638102634062,1354.5591868431698
2023-03-25,23.8,55.2,Summer,26.6,4495.434958018684,3146.804470613078,1348.6304874056052
2023-03-26,23.3,52.8,Summer,26.6,4469.040547344614,3128.32838314123,1340.7121642033844
2023-03-27,24.0,59.1,Summer,26.7,4473.24075129255,3131.268525904785,1341.972225387765
2023-03-28,24.5,59.2,Summer,26.2,4575.773519418203,3203.0414635927423,1372.7320558254612
2023-03-29,25.2,57.9,Summer,26.7,4719.855502336799,3303.898851635759,1415.95665070104
2023-03-30,23.6,65.9,Summer,25.6,4541.906405375004,3179.3344837625027,1362.5719216125017
2023-03-31,24.3,67.1,Summer,22.8,4773.749154346841,3341.6244080427887,1432.124746304053
2023-04-01,24.8,55.7,Summer,27.2,4805.352164290553,3363.7465150033872,1441.6056492871662
2023-04-02,24.5,63.3,Summer,26.4,4688.631836384559,3282.0422854691906,1406.5895509153677
2023-04-03,25.0,63.9,Summer,26.5,4731.000607199694,3311.700425039786,1419.3001821599084
2023-04-04,26.7,62.6,Summer,24.4,4645.681338792752,3251.9769371549264,1393.704401637826
2023-04-05,27.1,59.3,Summer,23.8,4631.600864670801,3242.12060526956,1389.4802594012403
2023-04-06,27.7,52.4,Summer,21.0,4659.353197869291,3261.547238508504,1397.8059593607877
2023-04-07,27.1,53.1,Summer,19.9,4678.050943474829,3274.63566043238,1403.415283042449
2023-04-08,26.3,61.5,Summer,19.8,4548.3150676233045,3183.8205473363128,1364.4945202869917
2023-04-09,26.0,65.3,Summer,21.8,4754.020713850291,3327.814499695204,1426.2062141550875
2023-04-10,27.5,59.3,Summer,23.6,4740.111407441507,3318.077985209055,1422.0334222324525
2023-04-11,28.1,54.5,Summer,23.4,4815.609504263791,3370.926652984653,1444.6828512791374
2023-04-12,29.2,52.1,Summer,22.9,4816.2392043755335,3371.367443062873,1444.8717613126605
2023-04-13,28.6,49.9,Summer,21.1,4620.674429494218,3234.4721006459527,1386.2023288482658
2023-04-14,28.2,51.7,Summer,22.0,4558.768499266414,3191.13794948649,1367.6305497799244
2023-04-15,27.0,56.1,Summer,23.1,4786.965326401106,3350.875728480774,1436.089597920332
2023-04-16,26.8,58.9,Summer,24.0,4512.514580496217,3158.7602063473514,1353.7543741488653
2023-04-17,27.6,57.2,Summer,22.7,4832.994776956664,3383.096343869665,1449.8984330869996
2023-04-18,29.0,53.0,Summer,23.0,4494.207474239165,3145.945231967416,1348.2622422717498
2023-04-19,29.4,47.7,Summer,24.3,4571.349699028116,3199.9447893196807,1371.4049097084348
2023-04-20,28.3,54.0,Summer,23.8,4668.614537798903,3268.0301764592323,1400.5843613396712
2023-04-21,27.0,49.7,Summer,26.3,4681.824559429842,3277.2771916008896,1404.547367828953
2023-04-22,26.0,52.1,Summer,26.9,4496.050692834368,3147.2354849840576,1348.8152078503108
2023-04-23,26.1,59.6,Summer,24.2,4749.929887077494,3324.950920954245,1424.9789661232485
2023-04-24,27.8,54.6,Summer,23.9,4630.307660129107,3241.2153620903746,1389.0922980387322
2023-04-25,28.1,59.7,Summer,24.3,4493.4402371816905,3145.408166027183,1348.032071154507
2023-04-26,27.3,63.4,Summer,23.9,4640.032947533687,3248.0230632735806,1392.0098842601062
2023-04-27,27.2,62.9,Summer,23.5,4749.090384492977,3324.363269145084,1424.7271153478937
2023-04-28,26.7,66.0,Summer,22.1,4563.235779050779,3194.265045335545,1368.9707337152338
2023-04-29,26.9,62.6,Summer,23.7,4747.718742779217,3323.403119945452,1424.3156228337652
2023-04-30,25.9,62.7,Summer,25.3,4838.780461347486,3387.14632294324,1451.6341384042462
2023-05-01,25.8,59.3,Summer,27.2,4548.390942780731,3183.8736599465115,1364.5172828342197
2023-05-02,25.6,62.8,Summer,23.0,4737.630395619698,3316.3412769337883,1421.2891186859097
2023-05-03,25.9,65.7,Summer,22.4,4666.620574027274,3266.634401819092,1399.9861722081826
2023-05-04,25.6,67.3,Summer,20.7,4568.803048178467,3198.1621337249267,1370.6409144535403
2023-05-05,26.6,66.3,Summer,20.0,4700.70039750915,3290.490278256405,1410.2101192527452
2023-05-06,27.1,68.6,Summer,22.1,4816.316520045928,3371.421564032149,1444.8949560137787
2023-05-07,26.7,74.9,Summer,18.5,4671.98529637784,3270.389707464488,1401.5955889133522
2023-05-08,27.2,75.3,Summer,13.2,4459.779314496055,3121.8455201472384,1337.9337943488167
2023-05-09,27.8,74.0,Summer,19.1,4624.518129293596,3237.162690505517,1387.355438788079
2023-05-10,30.1,63.1,Summer,23.6,4458.127852061841,3120.689496443288,1337.4383556185524
2023-05-11,30.3,60.0,Summer,25.0,4666.7476211875455,3266.7233348312816,1400.024286356264
2023-05-12,30.2,59.8,Summer,25.1,4787.086410678239,3350.9604874747674,1436.125923203472
2023-05-13,29.2,61.3,Summer,24.9,4530.665006197452,3171.465504338216,1359.1995018592356
2023-05-14,28.6,56.8,Summer,27.1,4795.147320166361,3356.603124116453,1438.5441960499086
2023-05-15,28.1,65.1,Summer,25.8,4533.694107800714,3173.5858754605,1360.1082323402145
2023-05-16,28.0,64.6,Summer,25.7,4523.671158395676,3166.569810876973,1357.1013475187028
2023-05-17,28.7,60.2,Summer,26.4,4567.992869840679,3197.595008888475,1370.397860952204
2023-05-18,29.0,62.4,Summer,24.5,4486.3527364401325,3140.4469155080924,1345.90582093204
2023-05-19,29.6,58.5,Summer,26.0,4451.111013379104,3115.777709365373,1335.3333040137315
2023-05-20,29.3,57.8,Summer,26.6,4681.445811265739,3277.0120678860176,1404.433743379722
2023-05-21,28.8,63.2,Summer,24.0,4717.616167164166,3302.331317014916,1415.28485014925
2023-05-22,29.0,61.7,Summer,25.7,4717.389370946399,3302.172559662479,1415.21681128392
2023-05-23,29.4,56.3,Summer,23.4,4818.325594856379,3372.8279163994653,1445.497678456914
2023-05-24,28.7,62.3,Summer,23.8,4634.231037178331,3243.961726024831,1390.2693111534993
2023-05-25,28.1,63.7,Summer,24.9,4681.820977399587,3277.2746841797107,1404.5462932198764
2023-05-26,27.8,69.9,Summer,21.9,4826.724209987245,3378.706946991071,1448.0172629961737
2023-05-27,27.6,66.5,Summer,22.0,4677.957797714413,3274.5704584000887,1403.387339314324
2023-05-28,28.5,63.5,Summer,25.5,4696.312724268501,3287.418906987951,1408.8938172805506
2023-05-29,28.3,65.0,Summer,24.8,4500.436928313485,3150.305849819439,1350.1310784940456
2023-05-30,29.0,64.9,Summer,22.9,4589.963899759718,3212.974729831802,1376.9891699279156
2023-05-31,29.6,61.3,Summer,24.5,4822.162834256293,3375.5139839794047,1446.648850276888
2023-06-01,28.7,62.1,Monsoon,24.9,3481.0072712824613,2436.7050898977227,1044.3021813847386
2023-06-02,28.4,64.1,Monsoon,25.9,3449.675761468261,2414.7730330277827,1034.9027284404783
2023-06-03,28.8,66.8,Monsoon,24.0,3651.599857241156,2556.119900068809,1095.479957172347
2023-06-04,26.9,76.4,Monsoon,21.8,3468.7418144665407,2428.119270126578,1040.6225443399624
2023-06-05,27.5,73.6,Monsoon,23.4,3514.8889396295617,2460.422257740693,1054.4666818888686
2023-06-06,28.5,68.0,Monsoon,22.0,3410.509385415461,2387.3565697908225,1023.1528156246384
2023-06-07,28.7,66.3,Monsoon,23.8,3687.5166861657526,2581.2616803160267,1106.255005849726
2023-06-08,28.7,67.7,Monsoon,22.5,3527.022864924873,2468.916005447411,1058.106859477462
2023-06-09,28.6,67.1,Monsoon,21.0,3545.5395166175067,2481.8776616322543,1063.661854985252
2023-06-10,29.0,64.0,Monsoon,21.3,3668.222279996039,2567.755595997227,1100.4666839988115
2023-06-11,28.6,62.9,Monsoon,21.9,3651.3743739022375,2555.962061731566,1095.4123121706714
2023-06-12,28.5,62.9,Monsoon,21.4,3687.665726327036,2581.3660084289254,1106.299717898111
2023-06-13,27.7,69.7,Monsoon,19.7,3406.609546276752,2384.6266823937262,1021.9828638830256
2023-06-14,26.9,75.7,Monsoon,18.2,3475.512476121794,2432.858733285256,1042.6537428365384
2023-06-15,27.8,68.2,Monsoon,21.4,3614.139669080487,2529.8977683563407,1084.2419007241465
2023-06-16,26.8,74.9,Monsoon,21.7,3441.556610956371,2409.08962766946,1032.4669832869115
2023-06-17,27.4,73.4,Monsoon,20.3,3574.6484847815323,2502.2539393470724,1072.3945454344598
2023-06-18,27.3,74.7,Monsoon,18.5,3564.7522516816425,2495.326576177149,1069.4256755044928
2023-06-19,27.5,71.6,Monsoon,20.4,3558.7640040134447,2491.134802809411,1067.6292012040335
2023-06-20,27.3,73.2,Monsoon,19.2,3413.07205588179,2389.150439117253,1023.9216167645372
2023-06-21,27.6,71.3,Monsoon,22.6,3532.6657012069168,2472.8659908448417,1059.799710362075
2023-06-22,27.9,70.3,Monsoon,22.1,3579.99208595802,2505.994460170614,1073.9976257874062
2023-06-23,27.4,74.2,Monsoon,18.5,3477.879803564251,2434.5158624949754,1043.3639410692754
2023-06-24,25.1,85.7,Monsoon,12.2,3432.4255078220417,2402.697855475429,1029.7276523466126
2023-06-25,23.9,90.6,Monsoon,4.5,3421.666724118269,2395.1667068827883,1026.500017235481
2023-06-26,24.3,89.9,Monsoon,5.7,3669.4857629790185,2568.640034085313,1100.8457288937057
2023-06-27,23.6,94.5,Monsoon,3.6,3452.4842204181223,2416.7389542926853,1035.7452661254367
2023-06-28,23.6,93.0,Monsoon,4.9,3690.9722864549135,2583.68060051844,1107.2916859364746
2023-06-29,23.6,91.1,Monsoon,3.9,3510.4975043685413,2457.3482530579786,1053.1492513105625
2023-06-30,23.6,91.7,Monsoon,4.5,3555.3965818151287,2488.77760727059,1066.6189745445388
2023-07-01,23.8,92.1,Monsoon,8.5,3448.3913279658104,2413.873929576067,1034.5173983897432
2023-07-02,24.2,93.3,Monsoon,8.0,3460.470628600642,2422.329440020449,1038.1411885801929
2023-07-03,25.2,88.2,Monsoon,14.3,3404.191664384924,2382.9341650694464,1021.2574993154772
2023-07-04,25.3,86.7,Monsoon,11.2,3474.502067063714,2432.1514469446,1042.3506201191144
2023-07-05,24.7,88.7,Monsoon,8.6,3635.420908398457,2544.7946358789195,1090.6262725195372
2023-07-06,24.0,89.1,Monsoon,3.9,3670.6085026292985,2569.425951840509,1101.1825507887895
2023-07-07,24.3,88.2,Monsoon,4.3,3429.245496364002,2400.4718474548013,1028.7736489092008
2023-07-08,24.5,89.2,Monsoon,13.2,3551.27526266732,2485.892683867124,1065.382578800196
2023-07-09,24.9,86.2,Monsoon,15.7,3648.941248365885,2554.2588738561194,1094.6823745097656
2023-07-10,24.9,85.4,Monsoon,15.3,3403.9273328080667,2382.7491329656464,1021.1781998424202
2023-07-11,24.6,84.8,Monsoon,14.2,3568.347906992447,2497.843534894713,1070.5043720977342
2023-07-12,24.7,86.2,Monsoon,6.9,3480.490086528928,2436.343060570249,1044.1470259586786
2023-07-13,24.9,86.4,Monsoon,14.7,3570.1555956205007,2499.1089169343504,1071.0466786861502
2023-07-14,24.0,89.1,Monsoon,8.7,3526.9464870177985,2468.862540912459,1058.0839461053397
2023-07-15,24.6,87.8,Monsoon,10.3,3539.972332039858,2477.9806324279,1061.9916996119575
2023-07-16,24.2,88.6,Monsoon,11.5,3550.1302098497627,2485.091146894834,1065.039062954929
2023-07-17,23.8,90.4,Monsoon,8.3,3632.8123648443934,2542.968655391075,1089.8437094533183
2023-07-18,23.4,93.1,Monsoon,2.7,3507.659508424095,2455.361655896866,1052.2978525272283
2023-07-19,23.1,95.1,Monsoon,3.6,3665.273192273774,2565.6912345916417,1099.5819576821325
